date,WLM_RPE,WLM_GSE,RPE_WSE,GSE_WSE,WSE
2010-06-04,2.12,-1.62,4.597,0.857,-2.477
2010-06-05,2.12,-1.62,4.613,0.873,-2.493
2010-06-06,2.12,-1.62,4.623,0.883,-2.503
2010-06-07,2.12,-1.62,4.623,0.883,-2.503
2010-06-08,2.12,-1.62,4.644,0.904,-2.524
2010-06-09,2.12,-1.62,4.674,0.934,-2.554
2010-06-10,2.12,-1.62,4.652,0.912,-2.532
2010-06-11,2.12,-1.62,4.679,0.939,-2.559
2010-06-12,2.12,-1.62,4.746,1.006,-2.626
2010-06-13,2.12,-1.62,4.763,1.023,-2.643
2010-06-14,2.12,-1.62,4.759,1.019,-2.639
2010-06-15,2.12,-1.62,4.751,1.011,-2.631
2010-06-16,2.12,-1.62,4.814,1.074,-2.694
2010-06-17,2.12,-1.62,4.872,1.132,-2.752
2010-06-18,2.12,-1.62,4.895,1.155,-2.775
2010-06-19,2.12,-1.62,4.924,1.184,-2.804
2010-06-20,2.12,-1.62,4.934,1.194,-2.814
2010-06-21,2.12,-1.62,4.937,1.197,-2.817
2010-06-22,2.12,-1.62,4.939,1.199,-2.819
2010-06-23,2.12,-1.62,4.909,1.169,-2.789
2010-06-24,2.12,-1.62,4.884,1.144,-2.764
2010-06-25,2.12,-1.62,4.886,1.146,-2.766
2010-06-26,2.12,-1.62,4.923,1.183,-2.803
2010-06-27,2.12,-1.62,4.948,1.208,-2.828
2010-06-28,2.12,-1.62,4.969,1.229,-2.849
2010-06-29,2.12,-1.62,5.006,1.266,-2.886
2010-06-30,2.12,-1.62,5.044,1.304,-2.924
2010-07-01,2.12,-1.62,5.058,1.318,-2.938
2010-07-02,2.12,-1.62,5.041,1.301,-2.921
2010-07-03,2.12,-1.62,5.021,1.281,-2.901
2010-07-04,2.12,-1.62,5.04,1.3,-2.92
2010-07-05,2.12,-1.62,5.028,1.288,-2.908
2010-07-06,2.12,-1.62,4.979,1.239,-2.859
2010-07-07,2.12,-1.62,4.963,1.223,-2.843
2010-07-08,2.12,-1.62,4.983,1.243,-2.863
2010-07-09,2.12,-1.62,5.009,1.269,-2.889
2010-07-10,2.12,-1.62,5.052,1.312,-2.932
2010-07-11,2.12,-1.62,5.082,1.342,-2.962
2010-07-12,2.12,-1.62,5.09,1.35,-2.97
2010-07-13,2.12,-1.62,5.132,1.392,-3.012
2010-07-14,2.12,-1.62,5.202,1.462,-3.082
2010-07-15,2.12,-1.62,5.279,1.539,-3.159
2010-07-16,2.12,-1.62,5.312,1.572,-3.192
2010-07-17,2.12,-1.62,5.33,1.59,-3.21
2010-07-18,2.12,-1.62,5.377,1.637,-3.257
2010-07-19,2.12,-1.62,5.417,1.677,-3.297
2010-07-20,2.12,-1.62,5.402,1.662,-3.282
2010-07-21,2.12,-1.62,5.357,1.617,-3.237
2010-07-22,2.12,-1.62,5.387,1.647,-3.267
2010-07-23,2.12,-1.62,5.447,1.707,-3.327
2010-07-24,2.12,-1.62,5.491,1.751,-3.371
2010-07-25,2.12,-1.62,5.489,1.749,-3.369
2010-07-26,2.12,-1.62,5.457,1.717,-3.337
2010-07-27,2.12,-1.62,5.455,1.715,-3.335
2010-07-28,2.12,-1.62,5.496,1.756,-3.376
2010-07-29,2.12,-1.62,5.525,1.785,-3.405
2010-07-30,2.12,-1.62,5.532,1.792,-3.412
2010-07-31,2.12,-1.62,5.538,1.798,-3.418
2010-08-01,2.12,-1.62,5.541,1.801,-3.421
2010-08-02,2.12,-1.62,5.554,1.814,-3.434
2010-08-03,2.12,-1.62,5.576,1.836,-3.456
2010-08-04,2.12,-1.62,5.589,1.849,-3.469
2010-08-05,2.12,-1.62,5.56,1.82,-3.44
2010-08-06,2.12,-1.62,5.539,1.799,-3.419
2010-08-07,2.12,-1.62,5.537,1.797,-3.417
2010-08-08,2.12,-1.62,5.543,1.803,-3.423
2010-08-09,2.12,-1.62,5.546,1.806,-3.426
2010-08-10,2.12,-1.62,5.567,1.827,-3.447
2010-08-11,2.12,-1.62,5.569,1.829,-3.449
2010-08-12,2.12,-1.62,5.578,1.838,-3.458
2010-08-13,2.12,-1.62,5.628,1.888,-3.508
2010-08-14,2.12,-1.62,5.638,1.898,-3.518
2010-08-15,2.12,-1.62,5.636,1.896,-3.516
2010-08-16,2.12,-1.62,5.661,1.921,-3.541
2010-08-17,2.12,-1.62,5.676,1.936,-3.556
2010-08-18,2.12,-1.62,5.651,1.911,-3.531
2010-08-19,2.12,-1.62,5.636,1.896,-3.516
2010-08-20,2.12,-1.62,5.636,1.896,-3.516
2010-08-21,2.12,-1.62,5.59,1.85,-3.47
2010-08-22,2.12,-1.62,5.59,1.85,-3.47
2010-08-23,2.12,-1.62,5.662,1.922,-3.542
2010-08-24,2.12,-1.62,5.721,1.981,-3.601
2010-08-25,2.12,-1.62,5.758,2.018,-3.638
2010-08-26,2.12,-1.62,5.739,1.999,-3.619
2010-08-27,2.12,-1.62,5.68,1.94,-3.56
2010-08-28,2.12,-1.62,5.633,1.893,-3.513
2010-08-29,2.12,-1.62,5.582,1.842,-3.462
2010-08-30,2.12,-1.62,5.594,1.854,-3.474
2010-08-31,2.12,-1.62,5.61,1.87,-3.49
2010-09-01,2.12,-1.62,5.648,1.908,-3.528
2010-09-02,2.12,-1.62,5.661,1.921,-3.541
2010-09-03,2.12,-1.62,5.686,1.946,-3.566
2010-09-04,2.12,-1.62,5.659,1.919,-3.539
2010-09-05,2.12,-1.62,5.639,1.899,-3.519
2010-09-06,2.12,-1.62,5.672,1.932,-3.552
2010-09-07,2.12,-1.62,5.65,1.91,-3.53
2010-09-08,2.12,-1.62,5.55,1.81,-3.43
2010-09-09,2.12,-1.62,5.505,1.765,-3.385
2010-09-10,2.12,-1.62,5.508,1.768,-3.388
2010-09-11,2.12,-1.62,5.51,1.77,-3.39
2010-09-12,2.12,-1.62,5.504,1.763,-3.383
2010-09-13,2.12,-1.62,5.443,1.703,-3.323
2010-09-14,2.12,-1.62,5.408,1.668,-3.288
2010-09-15,2.12,-1.62,5.399,1.659,-3.279
2010-09-16,2.12,-1.62,5.395,1.655,-3.275
2010-09-17,2.12,-1.62,5.362,1.622,-3.242
2010-09-18,2.12,-1.62,5.342,1.602,-3.222
2010-09-19,2.12,-1.62,5.324,1.584,-3.204
2010-09-20,2.12,-1.62,5.366,1.626,-3.246
2010-09-21,2.12,-1.62,5.381,1.641,-3.261
2010-09-22,2.12,-1.62,5.388,1.648,-3.268
2010-09-23,2.12,-1.62,5.41,1.67,-3.29
2010-09-24,2.12,-1.62,5.436,1.696,-3.316
2010-09-25,2.12,-1.62,5.445,1.705,-3.325
2010-09-26,2.12,-1.62,5.442,1.702,-3.322
2010-09-27,2.12,-1.62,5.434,1.694,-3.314
2010-09-28,2.12,-1.62,5.435,1.695,-3.315
2010-09-29,2.12,-1.62,5.428,1.688,-3.308
2010-09-30,2.12,-1.62,5.411,1.671,-3.291
2010-10-01,2.12,-1.62,5.378,1.638,-3.258
2010-10-02,2.12,-1.62,5.369,1.629,-3.249
2010-10-03,2.12,-1.62,5.328,1.588,-3.208
2010-10-04,2.12,-1.62,5.301,1.561,-3.181
2010-10-05,2.12,-1.62,5.306,1.566,-3.186
2010-10-06,2.12,-1.62,5.304,1.564,-3.184
2010-10-07,2.12,-1.62,5.307,1.567,-3.187
2010-10-08,2.12,-1.62,5.301,1.561,-3.181
2010-10-09,2.12,-1.62,5.299,1.559,-3.179
2010-10-10,2.12,-1.62,5.282,1.542,-3.162
2010-10-11,2.12,-1.62,5.278,1.538,-3.158
2010-10-12,2.12,-1.62,5.313,1.573,-3.193
2010-10-13,2.12,-1.62,5.3,1.56,-3.18
2010-10-14,2.12,-1.62,5.28,1.54,-3.16
2010-10-15,2.12,-1.62,5.264,1.524,-3.144
2010-10-16,2.12,-1.62,5.247,1.507,-3.127
2010-10-17,2.12,-1.62,5.215,1.475,-3.095
2010-10-18,2.12,-1.62,5.198,1.458,-3.078
2010-10-19,2.12,-1.62,5.182,1.442,-3.062
2010-10-20,2.12,-1.62,5.17,1.43,-3.05
2010-10-21,2.12,-1.62,5.161,1.421,-3.041
2010-10-22,2.12,-1.62,5.139,1.399,-3.019
2010-10-23,2.12,-1.62,5.113,1.373,-2.993
2010-10-24,2.12,-1.62,5.113,1.373,-2.993
2010-10-25,2.12,-1.62,5.024,1.284,-2.904
2010-10-26,2.12,-1.62,5.029,1.289,-2.909
2010-10-27,2.12,-1.62,5.03,1.29,-2.91
2010-10-28,2.12,-1.62,5.02,1.28,-2.9
2010-10-29,2.12,-1.62,5.008,1.268,-2.888
2010-10-30,2.12,-1.62,5.002,1.262,-2.882
2010-10-31,2.12,-1.62,5.01,1.27,-2.89
2010-11-01,2.12,-1.62,5.011,1.271,-2.891
2010-11-02,2.12,-1.62,5.011,1.271,-2.891
2010-11-03,2.12,-1.62,5.038,1.298,-2.918
2010-11-04,2.12,-1.62,5.019,1.279,-2.899
2010-11-05,2.12,-1.62,4.987,1.247,-2.867
2010-11-06,2.12,-1.62,4.969,1.229,-2.849
2010-11-07,2.12,-1.62,4.937,1.197,-2.817
2010-11-08,2.12,-1.62,4.937,1.197,-2.817
2010-11-09,2.12,-1.62,4.945,1.205,-2.825
2010-11-10,2.12,-1.62,4.942,1.202,-2.822
2010-11-11,2.12,-1.62,4.987,1.247,-2.867
2010-11-12,2.12,-1.62,5.009,1.269,-2.889
2010-11-13,2.12,-1.62,4.995,1.255,-2.875
2010-11-14,2.12,-1.62,4.979,1.239,-2.859
2010-11-15,2.12,-1.62,4.968,1.228,-2.848
2010-11-16,2.12,-1.62,4.954,1.214,-2.834
2010-11-17,2.12,-1.62,4.943,1.203,-2.823
2010-11-18,2.12,-1.62,4.916,1.176,-2.796
2010-11-19,2.12,-1.62,4.876,1.136,-2.756
2010-11-20,2.12,-1.62,4.807,1.067,-2.687
2010-11-21,2.12,-1.62,4.691,0.951,-2.571
2010-11-22,2.12,-1.62,4.746,1.006,-2.626
2010-11-23,2.12,-1.62,4.696,0.956,-2.576
2010-11-24,2.12,-1.62,4.706,0.966,-2.586
2010-11-25,2.12,-1.62,4.757,1.017,-2.637
2010-11-26,2.12,-1.62,4.775,1.035,-2.655
2010-11-27,2.12,-1.62,4.733,0.993,-2.613
2010-11-28,2.12,-1.62,4.74,1.0,-2.62
2010-11-29,2.12,-1.62,4.784,1.044,-2.664
2010-11-30,2.12,-1.62,4.79,1.05,-2.67
2010-12-01,2.12,-1.62,4.76,1.02,-2.64
2010-12-02,2.12,-1.62,4.733,0.993,-2.613
2010-12-03,2.12,-1.62,4.706,0.966,-2.586
2010-12-04,2.12,-1.62,4.68,0.94,-2.56
2010-12-05,2.12,-1.62,4.625,0.885,-2.505
2010-12-06,2.12,-1.62,4.375,0.635,-2.255
2010-12-07,2.12,-1.62,4.385,0.645,-2.265
2010-12-08,2.12,-1.62,4.365,0.625,-2.245
2010-12-09,2.12,-1.62,4.293,0.553,-2.173
2010-12-10,2.12,-1.62,4.309,0.569,-2.189
2010-12-11,2.12,-1.62,4.339,0.599,-2.219
2010-12-12,2.12,-1.62,4.36,0.62,-2.24
2010-12-13,2.12,-1.62,4.368,0.628,-2.248
2010-12-14,2.12,-1.62,4.328,0.588,-2.208
2010-12-15,2.12,-1.62,4.248,0.508,-2.128
2010-12-16,2.12,-1.62,4.235,0.495,-2.115
2010-12-17,2.12,-1.62,4.114,0.374,-1.994
2010-12-18,2.12,-1.62,3.775,0.035,-1.655
2010-12-19,2.12,-1.62,3.42,-0.32,-1.3
2010-12-20,2.12,-1.62,3.306,-0.434,-1.186
2010-12-21,2.12,-1.62,3.331,-0.409,-1.211
2010-12-22,2.12,-1.62,3.237,-0.503,-1.117
2010-12-23,2.12,-1.62,3.293,-0.447,-1.173
2010-12-24,2.12,-1.62,3.341,-0.399,-1.221
2010-12-25,2.12,-1.62,3.311,-0.429,-1.191
2010-12-26,2.12,-1.62,3.249,-0.491,-1.129
2010-12-27,2.12,-1.62,3.298,-0.442,-1.178
2010-12-28,2.12,-1.62,3.305,-0.435,-1.185
2010-12-29,2.12,-1.62,3.192,-0.548,-1.072
2010-12-30,2.12,-1.62,3.273,-0.467,-1.153
2010-12-31,2.12,-1.62,3.307,-0.433,-1.187
2011-01-01,2.12,-1.62,3.264,-0.476,-1.144
2011-01-02,2.12,-1.62,3.15,-0.59,-1.03
2011-01-03,2.12,-1.62,3.178,-0.562,-1.058
2011-01-04,2.12,-1.62,3.234,-0.506,-1.114
2011-01-05,2.12,-1.62,3.281,-0.459,-1.161
2011-01-06,2.12,-1.62,3.317,-0.423,-1.197
2011-01-07,2.12,-1.62,3.349,-0.391,-1.229
2011-01-08,2.12,-1.62,3.378,-0.362,-1.258
2011-01-09,2.12,-1.62,3.412,-0.328,-1.292
2011-01-10,2.12,-1.62,3.45,-0.29,-1.33
2011-01-11,2.12,-1.62,3.474,-0.266,-1.354
2011-01-12,2.12,-1.62,3.5,-0.24,-1.38
2011-01-13,2.12,-1.62,3.491,-0.249,-1.371
2011-01-14,2.12,-1.62,3.484,-0.256,-1.364
2011-01-15,2.12,-1.62,3.502,-0.238,-1.382
2011-01-16,2.12,-1.62,3.501,-0.239,-1.381
2011-01-17,2.12,-1.62,3.501,-0.239,-1.381
2011-01-18,2.12,-1.62,3.509,-0.231,-1.389
2011-01-19,2.12,-1.62,3.528,-0.212,-1.408
2011-01-20,2.12,-1.62,3.572,-0.168,-1.452
2011-01-21,2.12,-1.62,3.589,-0.151,-1.469
2011-01-22,2.12,-1.62,3.605,-0.135,-1.485
2011-01-23,2.12,-1.62,3.633,-0.107,-1.513
2011-01-24,2.12,-1.62,3.653,-0.087,-1.533
2011-01-25,2.12,-1.62,3.667,-0.073,-1.547
2011-01-26,2.12,-1.62,3.68,-0.06,-1.56
2011-01-27,2.12,-1.62,3.688,-0.052,-1.568
2011-01-28,2.12,-1.62,3.675,-0.065,-1.555
2011-01-29,2.12,-1.62,3.662,-0.078,-1.542
2011-01-30,2.12,-1.62,3.433,-0.307,-1.313
2011-01-31,2.12,-1.62,3.406,-0.334,-1.286
2011-02-01,2.12,-1.62,3.456,-0.284,-1.336
2011-02-02,2.12,-1.62,3.541,-0.199,-1.421
2011-02-03,2.12,-1.62,3.59,-0.15,-1.47
2011-02-04,2.12,-1.62,3.62,-0.12,-1.5
2011-02-05,2.12,-1.62,3.653,-0.087,-1.533
2011-02-06,2.12,-1.62,3.73,-0.01,-1.61
2011-02-07,2.12,-1.62,3.781,0.041,-1.661
2011-02-08,2.12,-1.62,3.855,0.115,-1.735
2011-02-09,2.12,-1.62,3.947,0.207,-1.827
2011-02-10,2.12,-1.62,3.976,0.236,-1.856
2011-02-11,2.12,-1.62,3.995,0.255,-1.875
2011-02-12,2.12,-1.62,4.012,0.272,-1.892
2011-02-13,2.12,-1.62,4.011,0.271,-1.891
2011-02-14,2.12,-1.62,3.998,0.258,-1.878
2011-02-15,2.12,-1.62,3.994,0.254,-1.874
2011-02-16,2.12,-1.62,3.727,-0.013,-1.607
2011-02-17,2.12,-1.62,3.465,-0.275,-1.345
2011-02-18,2.12,-1.62,3.25,-0.49,-1.13
2011-02-19,2.12,-1.62,3.179,-0.561,-1.059
2011-02-20,2.12,-1.62,3.229,-0.511,-1.109
2011-02-21,2.12,-1.62,3.272,-0.468,-1.152
2011-02-22,2.12,-1.62,3.321,-0.419,-1.201
2011-02-23,2.12,-1.62,3.365,-0.375,-1.245
2011-02-24,2.12,-1.62,3.395,-0.345,-1.275
2011-02-25,2.12,-1.62,3.175,-0.565,-1.055
2011-02-26,2.12,-1.62,3.202,-0.538,-1.082
2011-02-27,2.12,-1.62,3.257,-0.483,-1.137
2011-02-28,2.12,-1.62,3.311,-0.429,-1.191
2011-03-01,2.12,-1.62,3.354,-0.386,-1.234
2011-03-02,2.12,-1.62,3.308,-0.432,-1.188
2011-03-03,2.12,-1.62,3.34,-0.4,-1.22
2011-03-04,2.12,-1.62,3.392,-0.348,-1.272
2011-03-05,2.12,-1.62,3.419,-0.321,-1.299
2011-03-06,2.12,-1.62,3.305,-0.435,-1.185
2011-03-07,2.12,-1.62,3.242,-0.498,-1.122
2011-03-08,2.12,-1.62,3.341,-0.399,-1.221
2011-03-09,2.12,-1.62,3.404,-0.336,-1.284
2011-03-10,2.12,-1.62,3.44,-0.3,-1.32
2011-03-11,2.12,-1.62,3.488,-0.252,-1.368
2011-03-12,2.12,-1.62,3.552,-0.188,-1.432
2011-03-13,2.12,-1.62,3.586,-0.154,-1.466
2011-03-14,2.12,-1.62,3.426,-0.314,-1.306
2011-03-15,2.12,-1.62,3.349,-0.391,-1.229
2011-03-16,2.12,-1.62,3.248,-0.492,-1.128
2011-03-17,2.12,-1.62,3.27,-0.47,-1.15
2011-03-18,2.12,-1.62,3.175,-0.565,-1.055
2011-03-19,2.12,-1.62,2.999,-0.741,-0.879
2011-03-20,2.12,-1.62,2.96,-0.78,-0.84
2011-03-21,2.12,-1.62,3.042,-0.698,-0.922
2011-03-22,2.12,-1.62,3.101,-0.639,-0.981
2011-03-23,2.12,-1.62,3.05,-0.69,-0.93
2011-03-24,2.12,-1.62,2.963,-0.777,-0.843
2011-03-25,2.12,-1.62,2.942,-0.798,-0.822
2011-03-26,2.12,-1.62,2.952,-0.788,-0.832
2011-03-27,2.12,-1.62,3.021,-0.719,-0.901
2011-03-28,2.12,-1.62,3.085,-0.655,-0.965
2011-03-29,2.12,-1.62,3.15,-0.59,-1.03
2011-03-30,2.12,-1.62,3.215,-0.525,-1.095
2011-03-31,2.12,-1.62,3.273,-0.467,-1.153
2011-04-01,2.12,-1.62,3.314,-0.426,-1.194
2011-04-02,2.12,-1.62,3.376,-0.364,-1.256
2011-04-03,2.12,-1.62,3.496,-0.244,-1.376
2011-04-04,2.12,-1.62,3.565,-0.175,-1.445
2011-04-05,2.12,-1.62,3.599,-0.141,-1.479
2011-04-06,2.12,-1.62,3.652,-0.088,-1.532
2011-04-07,2.12,-1.62,3.706,-0.034,-1.586
2011-04-08,2.12,-1.62,3.74,0.0,-1.62
2011-04-09,2.12,-1.62,3.789,0.049,-1.669
2011-04-10,2.12,-1.62,3.852,0.112,-1.732
2011-04-11,2.12,-1.62,3.889,0.149,-1.769
2011-04-12,2.12,-1.62,3.924,0.184,-1.804
2011-04-13,2.12,-1.62,3.975,0.235,-1.855
2011-04-14,2.12,-1.62,4.028,0.288,-1.908
2011-04-15,2.12,-1.62,4.047,0.307,-1.927
2011-04-16,2.12,-1.62,4.052,0.312,-1.932
2011-04-17,2.12,-1.62,4.059,0.319,-1.939
2011-04-18,2.12,-1.62,4.091,0.351,-1.971
2011-04-19,2.12,-1.62,4.106,0.366,-1.986
2011-04-20,2.12,-1.62,4.12,0.38,-2.0
2011-04-21,2.12,-1.62,4.134,0.394,-2.014
2011-04-22,2.12,-1.62,4.151,0.411,-2.031
2011-04-23,2.12,-1.62,4.167,0.427,-2.047
2011-04-24,2.12,-1.62,4.188,0.448,-2.068
2011-04-25,2.12,-1.62,4.226,0.486,-2.106
2011-04-26,2.12,-1.62,4.267,0.527,-2.147
2011-04-27,2.12,-1.62,4.296,0.556,-2.176
2011-04-28,2.12,-1.62,4.319,0.579,-2.199
2011-04-29,2.12,-1.62,4.36,0.62,-2.24
2011-04-30,2.12,-1.62,4.376,0.636,-2.256
2011-05-01,2.12,-1.62,4.36,0.62,-2.24
2011-05-02,2.12,-1.62,4.348,0.608,-2.228
2011-05-03,2.12,-1.62,4.331,0.591,-2.211
2011-05-04,2.12,-1.62,4.335,0.595,-2.215
2011-05-05,2.12,-1.62,4.336,0.596,-2.216
2011-05-06,2.12,-1.62,4.333,0.593,-2.213
2011-05-07,2.12,-1.62,4.336,0.596,-2.216
2011-05-08,2.12,-1.62,4.342,0.602,-2.222
2011-05-09,2.12,-1.62,4.378,0.638,-2.258
2011-05-10,2.12,-1.62,4.423,0.683,-2.303
2011-05-11,2.12,-1.62,4.445,0.705,-2.325
2011-05-12,2.12,-1.62,4.492,0.752,-2.372
2011-05-13,2.12,-1.62,4.472,0.732,-2.352
2011-05-14,2.12,-1.62,4.388,0.648,-2.268
2011-05-15,2.12,-1.62,4.297,0.557,-2.177
2011-05-16,2.12,-1.62,4.244,0.504,-2.124
2011-05-17,2.12,-1.62,4.161,0.421,-2.041
2011-05-18,2.12,-1.62,4.118,0.378,-1.998
2011-05-19,2.12,-1.62,4.123,0.383,-2.003
2011-05-20,2.12,-1.62,4.11,0.37,-1.99
2011-05-21,2.12,-1.62,4.043,0.303,-1.923
2011-05-22,2.12,-1.62,4.003,0.263,-1.883
2011-05-23,2.12,-1.62,4.001,0.261,-1.881
2011-05-24,2.12,-1.62,3.996,0.256,-1.876
2011-05-25,2.12,-1.62,3.953,0.213,-1.833
2011-05-26,2.12,-1.62,3.939,0.199,-1.819
2011-05-27,2.12,-1.62,3.899,0.159,-1.779
2011-05-28,2.12,-1.62,3.842,0.102,-1.722
2011-05-29,2.12,-1.62,3.806,0.066,-1.686
2011-05-30,2.12,-1.62,3.822,0.082,-1.702
2011-05-31,2.12,-1.62,3.81,0.07,-1.69
2011-06-01,2.12,-1.62,3.806,0.066,-1.686
2011-06-02,2.12,-1.62,3.81,0.07,-1.69
2011-06-03,2.12,-1.62,3.765,0.025,-1.645
2011-06-04,2.12,-1.62,3.739,-0.001,-1.619
2011-06-05,2.12,-1.62,3.742,0.002,-1.622
2011-06-06,2.12,-1.62,3.747,0.007,-1.627
2011-06-07,2.12,-1.62,3.754,0.014,-1.634
2011-06-08,2.12,-1.62,3.74,0.0,-1.62
2011-06-09,2.12,-1.62,3.735,-0.005,-1.615
2011-06-10,2.12,-1.62,3.719,-0.021,-1.599
2011-06-11,2.12,-1.62,3.709,-0.031,-1.589
2011-06-12,2.12,-1.62,3.707,-0.033,-1.587
2011-06-13,2.12,-1.62,3.692,-0.048,-1.572
2011-06-14,2.12,-1.62,3.694,-0.046,-1.574
2011-06-15,2.12,-1.62,3.692,-0.048,-1.572
2011-06-16,2.12,-1.62,3.701,-0.039,-1.581
2011-06-17,2.12,-1.62,3.722,-0.018,-1.602
2011-06-18,2.12,-1.62,3.748,0.008,-1.628
2011-06-19,2.12,-1.62,3.77,0.03,-1.65
2011-06-20,2.12,-1.62,3.813,0.073,-1.693
2011-06-21,2.12,-1.62,3.84,0.1,-1.72
2011-06-22,2.12,-1.62,3.874,0.134,-1.754
2011-06-23,2.12,-1.62,3.931,0.191,-1.811
2011-06-24,2.12,-1.62,3.992,0.252,-1.872
2011-06-25,2.12,-1.62,4.016,0.276,-1.896
2011-06-26,2.12,-1.62,4.046,0.306,-1.926
2011-06-27,2.12,-1.62,4.058,0.318,-1.938
2011-06-28,2.12,-1.62,3.997,0.257,-1.877
2011-06-29,2.12,-1.62,3.841,0.101,-1.721
2011-06-30,2.12,-1.62,3.88,0.14,-1.76
2011-07-01,2.12,-1.62,3.941,0.201,-1.821
2011-07-02,2.12,-1.62,4.031,0.291,-1.911
2011-07-03,2.12,-1.62,4.128,0.388,-2.008
2011-07-04,2.12,-1.62,4.236,0.496,-2.116
2011-07-05,2.12,-1.62,4.337,0.597,-2.217
2011-07-06,2.12,-1.62,4.447,0.707,-2.327
2011-07-07,2.12,-1.62,4.56,0.82,-2.44
2011-07-08,2.12,-1.62,4.653,0.913,-2.533
2011-07-09,2.12,-1.62,4.735,0.995,-2.615
2011-07-10,2.12,-1.62,4.789,1.049,-2.669
2011-07-11,2.12,-1.62,4.869,1.129,-2.749
2011-07-12,2.12,-1.62,4.953,1.213,-2.833
2011-07-13,2.12,-1.62,5.016,1.276,-2.896
2011-07-14,2.12,-1.62,5.1,1.36,-2.98
2011-07-15,2.12,-1.62,5.173,1.433,-3.053
2011-07-16,2.12,-1.62,5.244,1.504,-3.124
2011-07-17,2.12,-1.62,5.314,1.574,-3.194
2011-07-18,2.12,-1.62,5.394,1.654,-3.274
2011-07-19,2.12,-1.62,5.46,1.72,-3.34
2011-07-20,2.12,-1.62,5.538,1.798,-3.418
2011-07-21,2.12,-1.62,5.604,1.864,-3.484
2011-07-22,2.12,-1.62,5.659,1.919,-3.539
2011-07-23,2.12,-1.62,5.708,1.968,-3.588
2011-07-24,2.12,-1.62,5.76,2.02,-3.64
2011-07-25,2.12,-1.62,5.813,2.073,-3.693
2011-07-26,2.12,-1.62,5.891,2.151,-3.771
2011-07-27,2.12,-1.62,5.935,2.195,-3.815
2011-07-28,2.12,-1.62,6.008,2.268,-3.888
2011-07-29,2.12,-1.62,6.07,2.33,-3.95
2011-07-30,2.12,-1.62,6.122,2.382,-4.002
2011-07-31,2.12,-1.62,6.178,2.438,-4.058
2011-08-01,2.12,-1.62,6.241,2.501,-4.121
2011-08-02,2.12,-1.62,6.315,2.575,-4.195
2011-08-03,2.12,-1.62,6.383,2.643,-4.263
2011-08-04,2.12,-1.62,6.417,2.677,-4.297
2011-08-05,2.12,-1.62,6.444,2.704,-4.324
2011-08-06,2.12,-1.62,6.49,2.75,-4.37
2011-08-07,2.12,-1.62,6.505,2.765,-4.385
2011-08-08,2.12,-1.62,6.537,2.797,-4.417
2011-08-09,2.12,-1.62,6.592,2.852,-4.472
2011-08-10,2.12,-1.62,6.637,2.897,-4.517
2011-08-11,2.12,-1.62,6.656,2.916,-4.536
2011-08-12,2.12,-1.62,6.679,2.939,-4.559
2011-08-13,2.12,-1.62,6.738,2.998,-4.618
2011-08-14,2.12,-1.62,6.795,3.055,-4.675
2011-08-15,2.12,-1.62,6.841,3.101,-4.721
2011-08-16,2.12,-1.62,6.873,3.133,-4.753
2011-08-17,2.12,-1.62,6.911,3.171,-4.791
2011-08-18,2.12,-1.62,6.965,3.225,-4.845
2011-08-19,2.12,-1.62,6.979,3.239,-4.859
2011-08-20,2.12,-1.62,6.968,3.228,-4.848
2011-08-21,2.12,-1.62,6.937,3.197,-4.817
2011-08-22,2.12,-1.62,6.939,3.199,-4.819
2011-08-23,2.12,-1.62,6.989,3.249,-4.869
2011-08-24,2.12,-1.62,7.061,3.321,-4.941
2011-08-25,2.12,-1.62,7.069,3.329,-4.949
2011-08-26,2.12,-1.62,7.11,3.37,-4.99
2011-08-27,2.12,-1.62,7.14,3.4,-5.02
2011-08-28,2.12,-1.62,7.154,3.414,-5.034
2011-08-29,2.12,-1.62,7.157,3.417,-5.037
2011-08-30,2.12,-1.62,7.177,3.437,-5.057
2011-08-31,2.12,-1.62,7.163,3.423,-5.043
2011-09-01,2.12,-1.62,7.179,3.439,-5.059
2011-09-02,2.12,-1.62,7.208,3.468,-5.088
2011-09-03,2.12,-1.62,7.187,3.447,-5.067
2011-09-04,2.12,-1.62,7.145,3.405,-5.025
2011-09-05,2.12,-1.62,7.114,3.374,-4.994
2011-09-06,2.12,-1.62,7.11,3.37,-4.99
2011-09-07,2.12,-1.62,7.154,3.414,-5.034
2011-09-08,2.12,-1.62,7.218,3.478,-5.098
2011-09-09,2.12,-1.62,7.175,3.435,-5.055
2011-09-10,2.12,-1.62,7.128,3.388,-5.008
2011-09-11,2.12,-1.62,7.041,3.301,-4.921
2011-09-12,2.12,-1.62,6.97,3.23,-4.85
2011-09-13,2.12,-1.62,6.975,3.235,-4.855
2011-09-14,2.12,-1.62,6.975,3.235,-4.855
2011-09-15,2.12,-1.62,6.903,3.163,-4.783
2011-09-16,2.12,-1.62,6.819,3.079,-4.699
2011-09-17,2.12,-1.62,6.766,3.026,-4.646
2011-09-18,2.12,-1.62,6.752,3.012,-4.632
2011-09-19,2.12,-1.62,6.733,2.993,-4.613
2011-09-20,2.12,-1.62,6.713,2.973,-4.593
2011-09-21,2.12,-1.62,6.703,2.963,-4.583
2011-09-22,2.12,-1.62,6.657,2.917,-4.537
2011-09-23,2.12,-1.62,6.598,2.858,-4.478
