date,WLM_RPE,WLM_GSE,RPE_WSE,GSE_WSE,WSE
2016-04-05,2.12,-1.62,4.694,0.954,-2.574
2016-04-06,2.12,-1.62,4.696,0.956,-2.576
2016-04-07,2.12,-1.62,4.675,0.935,-2.555
2016-04-08,2.12,-1.62,4.669,0.929,-2.549
2016-04-09,2.12,-1.62,4.647,0.907,-2.527
2016-04-10,2.12,-1.62,4.581,0.841,-2.461
2016-04-11,2.12,-1.62,4.587,0.847,-2.467
2016-04-12,2.12,-1.62,4.608,0.868,-2.488
2016-04-13,2.12,-1.62,4.659,0.919,-2.539
2016-04-14,2.12,-1.62,4.685,0.945,-2.565
2016-04-15,2.12,-1.62,4.731,0.991,-2.611
2016-04-16,2.12,-1.62,4.786,1.046,-2.666
2016-04-17,2.12,-1.62,4.811,1.071,-2.691
2016-04-18,2.12,-1.62,4.835,1.095,-2.715
2016-04-19,2.12,-1.62,4.852,1.112,-2.732
2016-04-20,2.12,-1.62,4.874,1.134,-2.754
2016-04-21,2.12,-1.62,4.883,1.143,-2.763
2016-04-22,2.12,-1.62,4.875,1.135,-2.755
2016-04-23,2.12,-1.62,4.918,1.178,-2.798
2016-04-24,2.12,-1.62,4.944,1.204,-2.824
2016-04-25,2.12,-1.62,4.983,1.243,-2.863
2016-04-26,2.12,-1.62,5.032,1.292,-2.912
2016-04-27,2.12,-1.62,5.032,1.292,-2.912
2016-04-28,2.12,-1.62,4.985,1.245,-2.865
2016-04-29,2.12,-1.62,4.968,1.228,-2.848
2016-04-30,2.12,-1.62,4.989,1.249,-2.869
2016-05-01,2.12,-1.62,5.057,1.317,-2.937
2016-05-02,2.12,-1.62,5.086,1.346,-2.966
2016-05-03,2.12,-1.62,5.088,1.348,-2.968
2016-05-04,2.12,-1.62,5.082,1.342,-2.962
2016-05-05,2.12,-1.62,5.045,1.305,-2.925
2016-05-06,2.12,-1.62,4.972,1.232,-2.852
2016-05-07,2.12,-1.62,4.926,1.186,-2.806
2016-05-08,2.12,-1.62,4.94,1.2,-2.82
2016-05-09,2.12,-1.62,4.992,1.252,-2.872
2016-05-10,2.12,-1.62,5.039,1.299,-2.919
2016-05-11,2.12,-1.62,5.092,1.352,-2.972
2016-05-12,2.12,-1.62,5.113,1.373,-2.993
2016-05-13,2.12,-1.62,5.112,1.372,-2.992
2016-05-14,2.12,-1.62,5.151,1.411,-3.031
2016-05-15,2.12,-1.62,5.179,1.439,-3.059
2016-05-16,2.12,-1.62,5.231,1.491,-3.111
2016-05-17,2.12,-1.62,5.298,1.558,-3.178
2016-05-18,2.12,-1.62,5.319,1.579,-3.199
2016-05-19,2.12,-1.62,5.256,1.516,-3.136
2016-05-20,2.12,-1.62,5.181,1.441,-3.061
2016-05-21,2.12,-1.62,5.14,1.4,-3.02
2016-05-22,2.12,-1.62,5.133,1.393,-3.013
2016-05-23,2.12,-1.62,5.113,1.373,-2.993
2016-05-24,2.12,-1.62,5.064,1.324,-2.944
2016-05-25,2.12,-1.62,5.066,1.326,-2.946
2016-05-26,2.12,-1.62,5.038,1.298,-2.918
2016-05-27,2.12,-1.62,5.027,1.287,-2.907
2016-05-28,2.12,-1.62,5.071,1.331,-2.951
2016-05-29,2.12,-1.62,5.1,1.36,-2.98
2016-05-30,2.12,-1.62,5.124,1.384,-3.004
2016-05-31,2.12,-1.62,5.152,1.412,-3.032
2016-06-01,2.12,-1.62,5.118,1.378,-2.998
2016-06-02,2.12,-1.62,5.098,1.358,-2.978
2016-06-03,2.12,-1.62,5.131,1.391,-3.011
2016-06-04,2.12,-1.62,5.097,1.357,-2.977
2016-06-05,2.12,-1.62,5.086,1.346,-2.966
2016-06-06,2.12,-1.62,5.072,1.332,-2.952
2016-06-07,2.12,-1.62,5.059,1.319,-2.939
2016-06-08,2.12,-1.62,5.043,1.303,-2.923
2016-06-09,2.12,-1.62,5.064,1.324,-2.944
2016-06-10,2.12,-1.62,5.114,1.374,-2.994
2016-06-11,2.12,-1.62,5.186,1.446,-3.066
2016-06-12,2.12,-1.62,5.225,1.485,-3.105
2016-06-13,2.12,-1.62,5.205,1.465,-3.085
2016-06-14,2.12,-1.62,5.221,1.481,-3.101
2016-06-15,2.12,-1.62,5.237,1.497,-3.117
2016-06-16,2.12,-1.62,5.262,1.522,-3.142
2016-06-17,2.12,-1.62,5.269,1.529,-3.149
2016-06-18,2.12,-1.62,5.314,1.574,-3.194
2016-06-19,2.12,-1.62,5.354,1.614,-3.234
2016-06-20,2.12,-1.62,5.39,1.65,-3.27
2016-06-21,2.12,-1.62,5.427,1.687,-3.307
2016-06-22,2.12,-1.62,5.447,1.707,-3.327
2016-06-23,2.12,-1.62,5.473,1.733,-3.353
2016-06-24,2.12,-1.62,5.456,1.716,-3.336
2016-06-25,2.12,-1.62,5.501,1.761,-3.381
2016-06-26,2.12,-1.62,5.541,1.801,-3.421
2016-06-27,2.12,-1.62,5.597,1.857,-3.477
2016-06-28,2.12,-1.62,5.624,1.884,-3.504
2016-06-29,2.12,-1.62,5.624,1.884,-3.504
2016-06-30,2.12,-1.62,5.625,1.885,-3.505
2016-07-01,2.12,-1.62,5.645,1.905,-3.525
2016-07-02,2.12,-1.62,5.629,1.889,-3.509
2016-07-03,2.12,-1.62,5.635,1.895,-3.515
2016-07-04,2.12,-1.62,5.637,1.897,-3.517
2016-07-05,2.12,-1.62,5.645,1.905,-3.525
2016-07-06,2.12,-1.62,5.675,1.935,-3.555
2016-07-07,2.12,-1.62,5.713,1.973,-3.593
2016-07-08,2.12,-1.62,5.743,2.003,-3.623
2016-07-09,2.12,-1.62,5.791,2.051,-3.671
2016-07-10,2.12,-1.62,5.817,2.077,-3.697
2016-07-11,2.12,-1.62,5.864,2.124,-3.744
2016-07-12,2.12,-1.62,5.885,2.145,-3.765
2016-07-13,2.12,-1.62,5.913,2.173,-3.793
2016-07-14,2.12,-1.62,5.943,2.203,-3.823
2016-07-15,2.12,-1.62,5.922,2.182,-3.802
2016-07-16,2.12,-1.62,5.909,2.169,-3.789
2016-07-17,2.12,-1.62,5.907,2.167,-3.787
2016-07-18,2.12,-1.62,5.927,2.187,-3.807
2016-07-19,2.12,-1.62,5.959,2.219,-3.839
2016-07-20,2.12,-1.62,6.018,2.278,-3.898
2016-07-21,2.12,-1.62,6.06,2.32,-3.94
2016-07-22,2.12,-1.62,6.099,2.359,-3.979
2016-07-23,2.12,-1.62,6.152,2.412,-4.032
2016-07-24,2.12,-1.62,6.186,2.446,-4.066
2016-07-25,2.12,-1.62,6.2,2.46,-4.08
2016-07-26,2.12,-1.62,6.202,2.462,-4.082
2016-07-27,2.12,-1.62,6.214,2.474,-4.094
2016-07-28,2.12,-1.62,6.215,2.475,-4.095
2016-07-29,2.12,-1.62,6.201,2.461,-4.081
2016-07-30,2.12,-1.62,6.198,2.458,-4.078
2016-07-31,2.12,-1.62,6.167,2.427,-4.047
2016-08-01,2.12,-1.62,6.162,2.422,-4.042
2016-08-02,2.12,-1.62,6.167,2.427,-4.047
2016-08-03,2.12,-1.62,6.188,2.448,-4.068
2016-08-04,2.12,-1.62,6.153,2.413,-4.033
2016-08-05,2.12,-1.62,6.117,2.377,-3.997
2016-08-06,2.12,-1.62,6.113,2.373,-3.993
2016-08-07,2.12,-1.62,6.119,2.379,-3.999
2016-08-08,2.12,-1.62,6.14,2.4,-4.02
2016-08-09,2.12,-1.62,6.169,2.429,-4.049
2016-08-10,2.12,-1.62,6.169,2.429,-4.049
2016-08-11,2.12,-1.62,6.156,2.416,-4.036
2016-08-12,2.12,-1.62,6.074,2.334,-3.954
2016-08-13,2.12,-1.62,6.034,2.294,-3.914
2016-08-14,2.12,-1.62,6.019,2.279,-3.899
2016-08-15,2.12,-1.62,5.975,2.235,-3.855
2016-08-16,2.12,-1.62,5.934,2.194,-3.814
2016-08-17,2.12,-1.62,5.915,2.175,-3.795
2016-08-18,2.12,-1.62,5.89,2.15,-3.77
2016-08-19,2.12,-1.62,5.854,2.114,-3.734
2016-08-20,2.12,-1.62,5.818,2.078,-3.698
2016-08-21,2.12,-1.62,5.777,2.037,-3.657
2016-08-22,2.12,-1.62,5.761,2.021,-3.641
2016-08-23,2.12,-1.62,5.754,2.014,-3.634
2016-08-24,2.12,-1.62,5.729,1.989,-3.609
2016-08-25,2.12,-1.62,5.677,1.937,-3.557
2016-08-26,2.12,-1.62,5.645,1.905,-3.525
2016-08-27,2.12,-1.62,5.607,1.867,-3.487
2016-08-28,2.12,-1.62,5.586,1.846,-3.466
2016-08-29,2.12,-1.62,5.568,1.828,-3.448
2016-08-30,2.12,-1.62,5.551,1.811,-3.431
2016-08-31,2.12,-1.62,5.531,1.791,-3.411
2016-09-01,2.12,-1.62,5.517,1.777,-3.397
2016-09-02,2.12,-1.62,5.499,1.759,-3.379
2016-09-03,2.12,-1.62,5.482,1.742,-3.362
2016-09-04,2.12,-1.62,5.472,1.732,-3.352
2016-09-05,2.12,-1.62,5.467,1.727,-3.347
2016-09-06,2.12,-1.62,5.475,1.735,-3.355
2016-09-07,2.12,-1.62,5.476,1.736,-3.356
2016-09-08,2.12,-1.62,5.454,1.714,-3.334
2016-09-09,2.12,-1.62,5.427,1.687,-3.307
2016-09-10,2.12,-1.62,5.402,1.662,-3.282
2016-09-11,2.12,-1.62,5.374,1.634,-3.254
2016-09-12,2.12,-1.62,5.338,1.598,-3.218
2016-09-13,2.12,-1.62,5.358,1.618,-3.238
2016-09-14,2.12,-1.62,5.376,1.636,-3.256
2016-09-15,2.12,-1.62,5.353,1.613,-3.233
2016-09-16,2.12,-1.62,5.336,1.596,-3.216
2016-09-17,2.12,-1.62,5.326,1.586,-3.206
2016-09-18,2.12,-1.62,5.323,1.583,-3.203
2016-09-19,2.12,-1.62,5.309,1.569,-3.189
2016-09-20,2.12,-1.62,5.315,1.575,-3.195
2016-09-21,2.12,-1.62,5.304,1.564,-3.184
2016-09-22,2.12,-1.62,5.314,1.574,-3.194
2016-09-23,2.12,-1.62,5.347,1.607,-3.227
2016-09-24,2.12,-1.62,5.345,1.605,-3.225
2016-09-25,2.12,-1.62,5.348,1.608,-3.228
2016-09-26,2.12,-1.62,5.332,1.592,-3.212
2016-09-27,2.12,-1.62,5.332,1.592,-3.212
2016-09-28,2.12,-1.62,5.401,1.661,-3.281
2016-09-29,2.12,-1.62,5.434,1.694,-3.314
2016-09-30,2.12,-1.62,5.414,1.674,-3.294
2016-10-01,2.12,-1.62,5.407,1.667,-3.287
2016-10-02,2.12,-1.62,5.404,1.664,-3.284
2016-10-03,2.12,-1.62,5.403,1.663,-3.283
2016-10-04,2.12,-1.62,5.404,1.664,-3.284
2016-10-05,2.12,-1.62,5.405,1.665,-3.285
2016-10-06,2.12,-1.62,5.413,1.673,-3.293
2016-10-07,2.12,-1.62,5.413,1.673,-3.293
2016-10-08,2.12,-1.62,5.406,1.666,-3.286
2016-10-09,2.12,-1.62,5.401,1.661,-3.281
2016-10-10,2.12,-1.62,5.382,1.642,-3.262
2016-10-11,2.12,-1.62,5.374,1.634,-3.254
2016-10-12,2.12,-1.62,5.379,1.639,-3.259
2016-10-13,2.12,-1.62,5.368,1.628,-3.248
2016-10-14,2.12,-1.62,5.329,1.589,-3.209
2016-10-15,2.12,-1.62,5.289,1.549,-3.169
2016-10-16,2.12,-1.62,5.222,1.482,-3.102
2016-10-17,2.12,-1.62,5.203,1.463,-3.083
2016-10-18,2.12,-1.62,5.213,1.473,-3.093
2016-10-19,2.12,-1.62,5.221,1.481,-3.101
2016-10-20,2.12,-1.62,5.217,1.477,-3.097
2016-10-21,2.12,-1.62,5.2,1.46,-3.08
2016-10-22,2.12,-1.62,5.186,1.446,-3.066
2016-10-23,2.12,-1.62,5.179,1.439,-3.059
2016-10-24,2.12,-1.62,5.16,1.42,-3.04
2016-10-25,2.12,-1.62,5.151,1.411,-3.031
2016-10-26,2.12,-1.62,5.154,1.414,-3.034
2016-10-27,2.12,-1.62,5.162,1.422,-3.042
2016-10-28,2.12,-1.62,5.142,1.402,-3.022
2016-10-29,2.12,-1.62,5.113,1.373,-2.993
2016-10-30,2.12,-1.62,5.024,1.284,-2.904
2016-10-31,2.12,-1.62,4.926,1.186,-2.806
2016-11-01,2.12,-1.62,4.938,1.198,-2.818
2016-11-02,2.12,-1.62,4.96,1.22,-2.84
2016-11-03,2.12,-1.62,4.978,1.238,-2.858
2016-11-04,2.12,-1.62,4.989,1.249,-2.869
2016-11-05,2.12,-1.62,4.993,1.253,-2.873
2016-11-06,2.12,-1.62,5.004,1.264,-2.884
2016-11-07,2.12,-1.62,5.024,1.284,-2.904
2016-11-08,2.12,-1.62,5.042,1.302,-2.922
2016-11-09,2.12,-1.62,5.049,1.309,-2.929
2016-11-10,2.12,-1.62,5.059,1.319,-2.939
2016-11-11,2.12,-1.62,5.06,1.32,-2.94
2016-11-12,2.12,-1.62,5.058,1.318,-2.938
2016-11-13,2.12,-1.62,5.058,1.318,-2.938
2016-11-14,2.12,-1.62,5.055,1.315,-2.935
2016-11-15,2.12,-1.62,5.04,1.3,-2.92
2016-11-16,2.12,-1.62,5.039,1.299,-2.919
2016-11-17,2.12,-1.62,5.056,1.316,-2.936
2016-11-18,2.12,-1.62,5.065,1.325,-2.945
2016-11-19,2.12,-1.62,5.04,1.3,-2.92
2016-11-20,2.12,-1.62,5.012,1.272,-2.892
2016-11-21,2.12,-1.62,4.979,1.239,-2.859
2016-11-22,2.12,-1.62,4.984,1.244,-2.864
2016-11-23,2.12,-1.62,4.98,1.24,-2.86
2016-11-24,2.12,-1.62,4.986,1.246,-2.866
2016-11-25,2.12,-1.62,4.973,1.233,-2.853
2016-11-26,2.12,-1.62,4.938,1.198,-2.818
2016-11-27,2.12,-1.62,4.922,1.182,-2.802
2016-11-28,2.12,-1.62,4.917,1.177,-2.797
2016-11-29,2.12,-1.62,4.925,1.185,-2.805
2016-11-30,2.12,-1.62,4.925,1.185,-2.805
2016-12-01,2.12,-1.62,4.923,1.183,-2.803
2016-12-02,2.12,-1.62,4.944,1.204,-2.824
2016-12-03,2.12,-1.62,4.957,1.217,-2.837
2016-12-04,2.12,-1.62,4.96,1.22,-2.84
2016-12-05,2.12,-1.62,4.96,1.22,-2.84
2016-12-06,2.12,-1.62,4.971,1.231,-2.851
2016-12-07,2.12,-1.62,4.99,1.25,-2.87
2016-12-08,2.12,-1.62,4.894,1.154,-2.774
2016-12-09,2.12,-1.62,4.804,1.064,-2.684
2016-12-10,2.12,-1.62,4.674,0.934,-2.554
2016-12-11,2.12,-1.62,4.543,0.803,-2.423
2016-12-12,2.12,-1.62,4.521,0.781,-2.401
2016-12-13,2.12,-1.62,4.518,0.778,-2.398
2016-12-14,2.12,-1.62,4.517,0.777,-2.397
2016-12-15,2.12,-1.62,4.356,0.616,-2.236
2016-12-16,2.12,-1.62,3.871,0.131,-1.751
2016-12-17,2.12,-1.62,3.912,0.172,-1.792
2016-12-18,2.12,-1.62,3.95,0.21,-1.83
2016-12-19,2.12,-1.62,3.983,0.243,-1.863
2016-12-20,2.12,-1.62,4.013,0.273,-1.893
2016-12-21,2.12,-1.62,4.04,0.3,-1.92
2016-12-22,2.12,-1.62,4.074,0.334,-1.954
2016-12-23,2.12,-1.62,3.974,0.234,-1.854
2016-12-24,2.12,-1.62,3.864,0.124,-1.744
2016-12-25,2.12,-1.62,3.935,0.195,-1.815
2016-12-26,2.12,-1.62,3.99,0.25,-1.87
2016-12-27,2.12,-1.62,4.028,0.288,-1.908
2016-12-28,2.12,-1.62,4.06,0.32,-1.94
2016-12-29,2.12,-1.62,4.087,0.347,-1.967
2016-12-30,2.12,-1.62,4.097,0.357,-1.977
2016-12-31,2.12,-1.62,4.104,0.364,-1.984
2017-01-01,2.12,-1.62,4.124,0.384,-2.004
2017-01-02,2.12,-1.62,4.14,0.4,-2.02
2017-01-03,2.12,-1.62,4.072,0.332,-1.952
2017-01-04,2.12,-1.62,3.726,-0.014,-1.606
2017-01-05,2.12,-1.62,3.674,-0.066,-1.554
2017-01-06,2.12,-1.62,3.709,-0.031,-1.589
2017-01-07,2.12,-1.62,3.533,-0.207,-1.413
2017-01-08,2.12,-1.62,3.292,-0.448,-1.172
2017-01-09,2.12,-1.62,3.257,-0.483,-1.137
2017-01-10,2.12,-1.62,3.118,-0.622,-0.998
2017-01-11,2.12,-1.62,3.085,-0.655,-0.965
2017-01-12,2.12,-1.62,3.14,-0.6,-1.02
2017-01-13,2.12,-1.62,3.208,-0.532,-1.088
2017-01-14,2.12,-1.62,3.301,-0.439,-1.181
2017-01-15,2.12,-1.62,3.371,-0.369,-1.251
2017-01-16,2.12,-1.62,3.419,-0.321,-1.299
2017-01-17,2.12,-1.62,3.46,-0.28,-1.34
2017-01-18,2.12,-1.62,3.35,-0.39,-1.23
2017-01-19,2.12,-1.62,3.194,-0.546,-1.074
2017-01-20,2.12,-1.62,3.165,-0.575,-1.045
2017-01-21,2.12,-1.62,3.251,-0.489,-1.131
2017-01-22,2.12,-1.62,3.165,-0.575,-1.045
2017-01-23,2.12,-1.62,3.235,-0.505,-1.115
2017-01-24,2.12,-1.62,3.329,-0.411,-1.209
2017-01-25,2.12,-1.62,3.386,-0.354,-1.266
2017-01-26,2.12,-1.62,3.434,-0.306,-1.314
2017-01-27,2.12,-1.62,3.494,-0.246,-1.374
2017-01-28,2.12,-1.62,3.538,-0.202,-1.418
2017-01-29,2.12,-1.62,3.568,-0.172,-1.448
2017-01-30,2.12,-1.62,3.588,-0.152,-1.468
2017-01-31,2.12,-1.62,3.606,-0.134,-1.486
2017-02-01,2.12,-1.62,3.616,-0.124,-1.496
2017-02-02,2.12,-1.62,3.529,-0.211,-1.409
2017-02-03,2.12,-1.62,3.367,-0.373,-1.247
2017-02-04,2.12,-1.62,3.365,-0.375,-1.245
2017-02-05,2.12,-1.62,3.364,-0.376,-1.244
2017-02-06,2.12,-1.62,3.236,-0.504,-1.116
2017-02-07,2.12,-1.62,3.056,-0.684,-0.936
2017-02-08,2.12,-1.62,3.092,-0.648,-0.972
2017-02-09,2.12,-1.62,3.097,-0.643,-0.977
2017-02-10,2.12,-1.62,3.079,-0.661,-0.959
2017-02-11,2.12,-1.62,3.148,-0.592,-1.028
2017-02-12,2.12,-1.62,3.208,-0.532,-1.088
2017-02-13,2.12,-1.62,3.253,-0.487,-1.133
2017-02-14,2.12,-1.62,3.3,-0.44,-1.18
2017-02-15,2.12,-1.62,3.333,-0.407,-1.213
2017-02-16,2.12,-1.62,3.314,-0.426,-1.194
2017-02-17,2.12,-1.62,3.205,-0.535,-1.085
2017-02-18,2.12,-1.62,3.124,-0.616,-1.004
2017-02-19,2.12,-1.62,3.123,-0.617,-1.003
2017-02-20,2.12,-1.62,2.972,-0.768,-0.852
2017-02-21,2.12,-1.62,2.964,-0.776,-0.844
2017-02-22,2.12,-1.62,3.057,-0.683,-0.937
2017-02-23,2.12,-1.62,3.145,-0.595,-1.025
2017-02-24,2.12,-1.62,3.213,-0.527,-1.093
2017-02-25,2.12,-1.62,3.274,-0.466,-1.154
2017-02-26,2.12,-1.62,3.326,-0.414,-1.206
2017-02-27,2.12,-1.62,3.377,-0.363,-1.257
2017-02-28,2.12,-1.62,3.431,-0.309,-1.311
2017-03-01,2.12,-1.62,3.491,-0.249,-1.371
2017-03-02,2.12,-1.62,3.543,-0.197,-1.423
2017-03-03,2.12,-1.62,3.569,-0.171,-1.449
2017-03-04,2.12,-1.62,3.59,-0.15,-1.47
2017-03-05,2.12,-1.62,3.416,-0.324,-1.296
2017-03-06,2.12,-1.62,3.437,-0.303,-1.317
2017-03-07,2.12,-1.62,3.468,-0.272,-1.348
2017-03-08,2.12,-1.62,3.518,-0.222,-1.398
2017-03-09,2.12,-1.62,3.564,-0.176,-1.444
2017-03-10,2.12,-1.62,3.599,-0.141,-1.479
2017-03-11,2.12,-1.62,3.635,-0.105,-1.515
2017-03-12,2.12,-1.62,3.687,-0.053,-1.567
2017-03-13,2.12,-1.62,3.729,-0.011,-1.609
2017-03-14,2.12,-1.62,3.764,0.024,-1.644
2017-03-15,2.12,-1.62,3.798,0.058,-1.678
2017-03-16,2.12,-1.62,3.84,0.1,-1.72
2017-03-17,2.12,-1.62,3.877,0.137,-1.757
2017-03-18,2.12,-1.62,3.902,0.162,-1.782
2017-03-19,2.12,-1.62,3.911,0.171,-1.791
2017-03-20,2.12,-1.62,3.888,0.148,-1.768
2017-03-21,2.12,-1.62,3.522,-0.218,-1.402
2017-03-22,2.12,-1.62,3.315,-0.425,-1.195
2017-03-23,2.12,-1.62,3.377,-0.363,-1.257
2017-03-24,2.12,-1.62,3.368,-0.372,-1.248
2017-03-25,2.12,-1.62,3.333,-0.407,-1.213
2017-03-26,2.12,-1.62,3.403,-0.337,-1.283
2017-03-27,2.12,-1.62,3.477,-0.263,-1.357
2017-03-28,2.12,-1.62,3.562,-0.178,-1.442
2017-03-29,2.12,-1.62,3.628,-0.112,-1.508
2017-03-30,2.12,-1.62,3.686,-0.054,-1.566
2017-03-31,2.12,-1.62,3.782,0.042,-1.662
2017-04-01,2.12,-1.62,3.855,0.115,-1.735
2017-04-02,2.12,-1.62,3.889,0.149,-1.769
2017-04-03,2.12,-1.62,3.935,0.195,-1.815
