date,pm25,pm10,o3,no2,so2,co
2015-03-24,164.0,96.0,41.0,40.0,25.0,17.0
2015-03-25,185.0,95.0,56.0,28.0,13.0,8.0
2015-03-26,173.0,107.0,52.0,24.0,17.0,8.0
2015-03-27,174.0,223.0,35.0,16.0,5.0,4.0
2015-03-28,134.0,196.0,44.0,37.0,10.0,10.0
2015-03-29,165.0,190.0,62.0,36.0,15.0,13.0
2015-03-30,207.0,96.0,31.0,27.0,9.0,19.0
2015-03-31,196.0,55.0,31.0,26.0,2.0,6.0
2015-04-01,131.0,19.0,35.0,14.0,1.0,6.0
2015-04-02,110.0,27.0,48.0,16.0,1.0,5.0
2015-04-03,87.0,49.0,60.0,19.0,2.0,5.0
2015-04-04,137.0,69.0,36.0,18.0,2.0,5.0
2015-04-05,118.0,25.0,35.0,7.0,1.0,1.0
2015-04-06,72.0,29.0,35.0,13.0,1.0,2.0
2015-04-07,75.0,75.0,40.0,24.0,8.0,7.0
2015-04-08,171.0,103.0,52.0,32.0,12.0,11.0
2015-04-09,212.0,115.0,58.0,37.0,7.0,10.0
2015-04-10,231.0,86.0,57.0,24.0,11.0,17.0
2015-04-11,215.0,20.0,35.0,7.0,1.0,2.0
2015-04-12,62.0,22.0,50.0,11.0,1.0,3.0
2015-04-13,97.0,59.0,47.0,34.0,2.0,6.0
2015-04-14,150.0,195.0,42.0,43.0,8.0,8.0
2015-04-15,211.0,108.0,37.0,8.0,1.0,1.0
2015-04-16,95.0,112.0,40.0,28.0,10.0,6.0
2015-04-17,153.0,156.0,42.0,47.0,16.0,14.0
2015-04-18,197.0,78.0,41.0,18.0,4.0,5.0
2015-04-19,136.0,79.0,53.0,25.0,4.0,7.0
2015-04-20,150.0,85.0,40.0,23.0,5.0,5.0
2015-04-21,142.0,72.0,57.0,28.0,4.0,6.0
2015-04-22,130.0,81.0,38.0,25.0,9.0,5.0
2015-04-23,134.0,106.0,58.0,24.0,4.0,5.0
2015-04-24,144.0,105.0,86.0,38.0,7.0,7.0
2015-04-25,166.0,113.0,108.0,25.0,11.0,8.0
2015-04-26,180.0,92.0,87.0,23.0,6.0,8.0
2015-04-27,168.0,52.0,59.0,19.0,3.0,6.0
2015-04-28,126.0,87.0,96.0,28.0,6.0,13.0
2015-04-29,183.0,86.0,103.0,24.0,6.0,9.0
2015-04-30,177.0,92.0,36.0,26.0,10.0,10.0
2015-05-01,195.0,48.0,67.0,14.0,1.0,4.0
2015-05-02,119.0,73.0,41.0,14.0,1.0,4.0
2015-05-03,112.0,48.0,51.0,10.0,3.0,2.0
2015-05-04,66.0,67.0,41.0,18.0,5.0,4.0
2015-05-05,124.0,52.0,40.0,13.0,2.0,2.0
2015-05-06,71.0,83.0,53.0,19.0,3.0,5.0
2015-05-07,137.0,70.0,51.0,21.0,5.0,7.0
2015-05-08,118.0,43.0,27.0,15.0,4.0,19.0
2015-05-09,109.0,45.0,15.0,21.0,2.0,27.0
2015-05-10,117.0,16.0,35.0,17.0,1.0,16.0
2015-05-11,87.0,38.0,44.0,24.0,1.0,4.0
2015-05-12,66.0,100.0,82.0,42.0,2.0,9.0
2015-05-13,156.0,69.0,45.0,13.0,1.0,3.0
2015-05-14,74.0,45.0,51.0,14.0,1.0,3.0
2015-05-15,86.0,81.0,91.0,23.0,4.0,6.0
2015-05-16,127.0,117.0,73.0,21.0,9.0,10.0
2015-05-17,187.0,71.0,45.0,22.0,1.0,6.0
2015-05-18,123.0,48.0,39.0,11.0,1.0,1.0
2015-05-19,52.0,31.0,50.0,10.0,2.0,2.0
2015-05-20,54.0,64.0,67.0,20.0,3.0,5.0
2015-05-21,102.0,67.0,106.0,23.0,7.0,7.0
2015-05-22,143.0,93.0,118.0,30.0,9.0,8.0
2015-05-23,171.0,104.0,119.0,31.0,9.0,11.0
2015-05-24,185.0,105.0,132.0,23.0,13.0,9.0
2015-05-25,172.0,96.0,126.0,17.0,11.0,7.0
2015-05-26,165.0,89.0,113.0,15.0,6.0,8.0
2015-05-27,171.0,96.0,104.0,18.0,14.0,10.0
2015-05-28,180.0,68.0,75.0,27.0,4.0,9.0
2015-05-29,150.0,66.0,102.0,23.0,3.0,8.0
2015-05-30,153.0,72.0,110.0,24.0,7.0,8.0
2015-05-31,147.0,113.0,112.0,22.0,8.0,9.0
2015-06-01,174.0,47.0,41.0,13.0,4.0,8.0
2015-06-02,104.0,65.0,55.0,18.0,3.0,4.0
2015-06-03,101.0,63.0,31.0,24.0,3.0,7.0
2015-06-04,124.0,64.0,86.0,21.0,2.0,9.0
2015-06-05,123.0,42.0,69.0,12.0,1.0,3.0
2015-06-06,81.0,26.0,37.0,17.0,1.0,6.0
2015-06-07,59.0,29.0,55.0,18.0,2.0,3.0
2015-06-08,57.0,74.0,102.0,29.0,8.0,11.0
2015-06-09,135.0,59.0,44.0,18.0,3.0,10.0
2015-06-10,149.0,18.0,37.0,15.0,1.0,7.0
2015-06-11,71.0,21.0,37.0,15.0,1.0,3.0
2015-06-12,35.0,20.0,54.0,10.0,1.0,3.0
2015-06-13,47.0,31.0,71.0,18.0,1.0,5.0
2015-06-14,60.0,87.0,123.0,24.0,10.0,14.0
2015-06-15,161.0,105.0,131.0,32.0,11.0,11.0
2015-06-16,170.0,47.0,86.0,21.0,1.0,7.0
2015-06-17,107.0,29.0,45.0,15.0,1.0,5.0
2015-06-18,66.0,30.0,34.0,14.0,1.0,5.0
2015-06-19,61.0,31.0,89.0,20.0,1.0,6.0
2015-06-20,80.0,61.0,108.0,23.0,3.0,7.0
2015-06-21,115.0,78.0,122.0,20.0,10.0,10.0
2015-06-22,159.0,100.0,120.0,22.0,9.0,16.0
2015-06-23,219.0,85.0,50.0,21.0,6.0,9.0
2015-06-24,169.0,94.0,51.0,29.0,3.0,9.0
2015-06-25,169.0,105.0,106.0,13.0,1.0,8.0
2015-06-26,175.0,74.0,95.0,15.0,3.0,7.0
2015-06-27,135.0,115.0,112.0,17.0,4.0,10.0
2015-06-28,180.0,126.0,25.0,21.0,3.0,10.0
2015-06-29,148.0,25.0,42.0,17.0,1.0,3.0
2015-06-30,49.0,37.0,36.0,20.0,1.0,3.0
2015-07-01,62.0,16.0,40.0,12.0,3.0,1.0
2015-07-02,27.0,55.0,90.0,19.0,5.0,9.0
2015-07-03,78.0,47.0,41.0,22.0,4.0,6.0
2015-07-04,85.0,61.0,117.0,22.0,6.0,9.0
2015-07-05,146.0,60.0,114.0,17.0,5.0,8.0
2015-07-06,140.0,65.0,111.0,18.0,5.0,8.0
2015-07-07,145.0,82.0,124.0,17.0,5.0,9.0
2015-07-08,173.0,63.0,115.0,18.0,6.0,7.0
2015-07-09,146.0,59.0,101.0,15.0,5.0,6.0
2015-07-10,112.0,82.0,122.0,18.0,7.0,11.0
2015-07-11,166.0,108.0,139.0,23.0,4.0,9.0
2015-07-12,169.0,59.0,130.0,20.0,1.0,6.0
2015-07-13,118.0,48.0,115.0,15.0,3.0,6.0
2015-07-14,104.0,49.0,49.0,23.0,2.0,6.0
2015-07-15,98.0,38.0,44.0,12.0,1.0,6.0
2015-07-16,104.0,35.0,40.0,16.0,1.0,7.0
2015-07-17,96.0,42.0,63.0,15.0,1.0,8.0
2015-07-18,118.0,52.0,60.0,17.0,0.7922211279805609,9.0
2015-07-19,152.0,67.0,64.0,14.0,0.5678769292335692,8.0
2015-07-20,162.0,75.0,71.0,18.0,0.5595942658697932,10.0
2015-07-21,181.0,49.0,87.0,19.0,1.0,7.0
2015-07-22,140.0,48.0,73.0,22.0,1.8520479800867782,7.0
2015-07-23,112.0,62.0,80.0,28.0,2.0,8.0
2015-07-24,131.0,77.0,115.0,22.0,1.0,11.0
2015-07-25,161.0,90.0,134.0,18.0,1.0,10.0
2015-07-26,175.0,71.0,98.0,19.0,1.0,8.0
2015-07-27,138.0,53.0,92.0,14.0,1.1094867571474896,7.0
2015-07-28,124.0,78.0,110.0,21.0,1.4513983683637979,9.0
2015-07-29,165.0,42.0,45.0,13.0,2.0,8.0
2015-07-30,104.0,25.0,74.0,10.0,2.527765069665122,5.0
2015-07-31,71.0,62.0,47.0,24.0,2.0,12.0
2015-08-01,155.0,70.0,86.0,14.0,1.0,10.0
2015-08-02,151.0,40.0,35.0,16.0,3.0,11.0
2015-08-03,129.0,34.0,81.0,14.0,1.0,4.0
2015-08-04,57.0,77.0,88.0,17.0,1.0,9.0
2015-08-05,156.0,59.0,90.0,11.0,1.0,6.0
2015-08-06,113.0,75.0,84.0,16.0,1.0,8.0
2015-08-07,158.0,48.0,101.0,16.0,1.3688801489070013,6.0
2015-08-08,112.0,61.0,123.0,15.0,1.0,7.0
2015-08-09,132.0,52.0,88.0,19.0,1.0,6.0
2015-08-10,109.0,87.0,127.0,17.0,5.0,14.0
2015-08-11,168.0,88.0,118.0,17.0,1.0,9.0
2015-08-12,162.0,105.0,140.0,19.0,5.0,10.0
2015-08-13,179.0,62.0,50.0,16.0,2.0,7.0
2015-08-14,123.0,42.0,64.0,19.0,1.0,5.0
2015-08-15,76.0,70.0,140.0,22.0,3.0,6.0
2015-08-16,100.0,85.0,112.0,17.0,6.0,9.0
2015-08-17,158.0,60.0,72.0,19.0,1.0,7.0
2015-08-18,120.0,53.0,82.0,19.0,1.0,7.0
2015-08-19,138.0,43.0,84.0,13.0,1.0,5.0
2015-08-20,94.0,26.0,75.0,12.0,1.0,3.0
2015-08-21,50.0,24.0,47.0,9.0,4.0,4.0
2015-08-22,50.0,25.0,47.0,9.0,3.0,7.0
2015-08-23,72.0,18.0,47.0,9.0,1.5837739479055506,3.0
2015-08-24,52.0,24.0,43.0,14.0,1.0,3.0
2015-08-25,59.0,20.0,52.0,11.0,0.9180592308474111,3.0
2015-08-26,42.0,20.0,50.0,11.0,1.0,3.0
2015-08-27,44.0,28.0,59.0,14.0,1.0,4.0
2015-08-28,57.0,41.0,92.0,10.0,1.0,5.0
2015-08-29,78.0,33.0,37.0,11.0,1.0,8.0
2015-08-30,84.0,30.0,33.0,13.0,1.0101066948375848,6.0
2015-08-31,91.0,9.0,25.0,8.0,1.0265324318863962,4.0
2015-09-01,42.0,11.0,39.0,9.0,1.037904821516415,3.0
2015-09-02,34.0,24.0,61.0,12.0,1.0328514740976227,5.0
2015-09-03,48.0,57.0,33.0,12.0,1.0,15.0
2015-09-04,134.0,16.0,36.0,10.0,1.0,6.0
2015-09-05,68.0,23.0,57.0,14.0,1.0,4.0
2015-09-06,60.0,38.0,69.0,22.0,1.0,6.0
2015-09-07,79.0,63.0,84.0,29.0,3.0,8.0
2015-09-08,135.0,46.0,38.0,25.0,1.0,7.0
2015-09-09,108.0,9.0,15.0,16.0,1.0,3.0
2015-09-10,36.0,13.0,31.0,12.0,1.0,2.0
2015-09-11,37.0,14.0,30.0,13.0,1.0,2.0
2015-09-12,28.0,42.0,45.0,23.0,2.0,4.0
2015-09-13,60.0,78.0,76.0,29.0,6.0,7.0
2015-09-14,143.0,84.0,109.0,31.0,9.0,10.0
2015-09-15,172.0,92.0,71.0,43.0,4.0,12.0
2015-09-16,190.0,105.0,82.0,41.0,5.0,12.0
2015-09-17,194.0,69.0,47.0,30.0,1.0,9.0
2015-09-18,146.0,33.0,56.0,23.0,1.0,5.0
2015-09-19,56.0,82.0,78.0,21.0,6.0,10.0
2015-09-20,162.0,77.0,98.0,31.0,10.0,10.0
2015-09-21,159.0,102.0,51.0,28.0,7.0,13.0
2015-09-22,182.0,39.0,38.0,21.0,1.0,6.0
2015-09-23,78.0,90.0,58.0,29.0,2.0,11.0
2015-09-24,163.0,21.0,31.0,18.0,1.0,4.0
2015-09-25,53.0,49.0,63.0,23.0,4.0,6.0
2015-09-26,83.0,61.0,54.0,29.0,2.0,6.0
2015-09-27,123.0,53.0,24.0,24.0,2.0,11.0
2015-09-28,118.0,54.0,7.0,24.0,1.0,11.0
2015-09-29,119.0,34.0,22.0,21.0,1.0,6.0
2015-09-30,72.0,20.0,29.0,10.0,1.0,2.0
2015-10-01,40.0,49.0,38.0,23.0,1.0,5.0
2015-10-02,70.0,46.0,40.0,21.0,2.0,5.0
2015-10-03,69.0,92.0,63.0,41.0,4.0,11.0
2015-10-04,176.0,141.0,86.0,47.0,4.0,16.0
2015-10-05,242.0,195.0,102.0,49.0,3.0,19.0
2015-10-06,326.0,198.0,51.0,51.0,4.0,18.0
2015-10-07,286.0,22.0,23.0,9.0,1.0,1.0
2015-10-08,27.0,43.0,25.0,15.0,1.0,3.0
2015-10-09,62.0,22.0,22.0,6.0,1.0,2.0
2015-10-10,22.0,29.0,31.0,10.0,1.0,1.0
2015-10-11,31.0,28.0,30.0,19.0,1.0,2.0
2015-10-12,42.0,54.0,28.0,36.0,3.0,6.0
2015-10-13,91.0,98.0,26.0,49.0,10.0,19.0
2015-10-14,180.0,92.0,53.0,51.0,6.0,14.0
2015-10-15,181.0,162.0,77.0,64.0,11.0,20.0
2015-10-16,255.0,250.0,31.0,73.0,9.0,24.0
2015-10-17,354.0,49.0,21.0,27.0,4.0,9.0
2015-10-18,132.0,67.0,20.0,27.0,4.0,7.0
2015-10-19,123.0,82.0,5.0,35.0,5.0,13.0
2015-10-20,161.0,57.0,13.0,18.0,1.0,7.0
2015-10-21,132.0,43.0,10.0,20.0,1.0,6.0
2015-10-22,90.0,53.0,19.0,29.0,1.0,7.0
2015-10-23,123.0,60.0,22.0,26.0,4.0,9.0
2015-10-24,129.0,45.0,9.0,27.0,4.0,6.0
2015-10-25,89.0,55.0,18.0,15.0,1.0,3.0
2015-10-26,88.0,33.0,16.0,19.0,1.0,4.0
2015-10-27,52.0,15.0,24.0,12.0,1.0,2.0
2015-10-28,32.0,15.0,23.0,9.0,1.0,1.0
2015-10-29,37.0,32.0,17.0,22.0,2.0,4.0
2015-10-30,72.0,48.0,17.0,30.0,4.0,7.0
2015-10-31,110.0,70.0,14.0,38.0,6.0,9.0
2015-11-01,147.0,74.0,13.0,43.0,5.0,13.0
2015-11-02,164.0,127.0,29.0,48.0,11.0,20.0
2015-11-03,219.0,136.0,12.0,56.0,10.0,17.0
2015-11-04,256.0,76.66714649007125,13.0,28.0,3.0,9.0
2015-11-05,166.0,15.0,21.0,10.0,1.0,3.0
2015-11-06,61.0,16.0,21.0,9.0,1.0,3.0
2015-11-07,55.0,66.0,16.0,20.0,2.0,6.0
2015-11-08,127.0,101.0,2.0,28.0,6.0,16.0
2015-11-09,198.0,101.0,1.0,28.0,3.0,13.0
2015-11-10,192.0,82.0,2.0,27.0,4.0,17.0
2015-11-11,184.0,120.0,1.0,28.0,3.0,22.0
2015-11-12,217.0,141.0,2.0,35.0,8.0,27.0
2015-11-13,255.0,109.0,5.0,38.0,11.0,31.0
2015-11-14,308.0,154.0,15.0,34.0,9.0,29.0
2015-11-15,264.0,56.0,8.0,32.0,4.0,11.0
2015-11-16,140.0,57.0,10.0,27.0,3.0,13.0
2015-11-17,132.0,53.0,4.0,27.0,3.0,9.0
2015-11-18,143.0,43.926070893432616,2.0465243738847465,32.0,2.0,13.0
2015-11-19,165.0,40.900351392591055,1.0,25.0,7.0,20.0
2015-11-20,150.0,41.00886302515117,1.0,19.0,4.0,18.0
2015-11-21,118.0,41.3376273187888,22.0,17.0,5.0,10.0
2015-11-22,128.0,38.9726658011798,23.0,14.0,5.0,5.0
2015-11-23,82.0,31.0,15.0,22.0,4.0,6.0
2015-11-24,86.0,19.0,22.0,20.0,5.0,10.0
2015-11-25,113.0,36.0,23.0,16.0,5.0,6.0
2015-11-26,74.0,149.0,4.0,48.0,21.0,30.0
2015-11-27,293.0,251.0,5.0,50.0,25.0,39.0
2015-11-28,352.0,184.0,6.0,52.0,25.0,45.0
2015-11-29,301.0,472.0,3.0,64.0,12.0,59.0
2015-11-30,421.0,250.0,2.0,63.0,24.0,78.0
2015-12-01,488.0,5.0,17.0,8.0,2.0,3.0
2015-12-02,29.0,12.0,16.0,8.0,1.0,3.0
2015-12-03,37.0,35.0,18.0,19.0,6.0,7.0
2015-12-04,61.0,50.0,20.0,31.0,9.0,11.0
2015-12-05,104.0,109.0,4.0,53.0,19.0,30.0
2015-12-06,215.0,120.0,3.0,49.0,22.0,34.0
2015-12-07,234.0,170.0,2.0,47.0,11.0,44.0
2015-12-08,317.0,143.79929905263188,1.0,53.0,22.0,36.0
2015-12-09,317.0,75.28746374282855,23.0,28.0,9.0,17.0
2015-12-10,158.0,57.0,17.0,30.0,8.0,10.0
2015-12-11,101.0,129.0,6.0,50.0,15.0,30.0
2015-12-12,215.0,152.0,4.0,57.0,26.0,41.0
2015-12-13,254.0,81.88087205594884,23.0,39.0,7.0,27.0
2015-12-14,199.0,7.0,24.0,8.0,1.0,3.0
2015-12-15,26.0,10.0,17.0,11.0,1.0,4.0
2015-12-16,30.0,46.0,9.0,36.0,8.0,12.0
2015-12-17,116.0,59.0,14.0,45.0,10.0,20.0
2015-12-18,144.0,98.0,4.0,63.0,18.0,34.0
2015-12-19,219.0,156.0,7.0,60.0,16.0,42.0
2015-12-20,279.0,198.0,7.0,56.0,12.0,40.0
2015-12-21,288.0,317.0,7.0,66.0,18.0,53.0
2015-12-22,375.0,205.0,13.0,66.0,11.0,43.0
2015-12-23,317.0,104.0,17.0,43.0,9.0,16.0
2015-12-24,157.0,415.0,6.0,90.0,7.0,70.0
2015-12-25,525.0,283.0,6.0,62.0,3.0,41.0
2015-12-26,316.0,79.0,8.0,35.0,6.0,12.0
2015-12-27,123.0,86.0,10.0,43.0,9.0,21.0
2015-12-28,180.0,236.0,8.0,74.0,18.0,47.0
2015-12-29,361.0,160.0,34.0,36.0,5.0,20.0
2015-12-30,157.0,68.0,16.0,37.0,6.0,15.0
2015-12-31,122.0,9.891890544670922,2.446370681478548,45.65334709272799,11.750356341993172,18.641208816496764
2016-01-02,262.12516736418513,0.0,18.0,32.0,10.0,15.0
2016-01-03,221.0,10.0,27.0,17.0,2.0,7.0
2016-01-04,82.0,51.0,20.0,21.0,5.0,5.0
2016-01-05,79.0,28.0,24.0,20.0,4.0,6.0
2016-01-06,72.0,14.0,22.0,13.0,3.0,2.0
2016-01-07,43.0,29.0,19.0,21.0,6.0,6.0
2016-01-08,79.0,67.0,11.0,38.0,11.0,14.0
2016-01-09,142.0,49.0,19.0,32.0,13.0,13.0
2016-01-10,125.0,15.0,25.0,12.0,2.0,2.0
2016-01-11,47.0,17.0,24.0,16.0,3.0,4.0
2016-01-12,50.0,31.0,20.0,23.0,5.0,6.0
2016-01-13,64.0,63.0,17.0,39.0,12.0,15.0
2016-01-14,142.0,90.0,13.0,47.0,21.0,27.0
2016-01-15,184.0,86.0,11.0,33.0,25.0,21.0
2016-01-16,187.0,31.0,28.0,13.0,4.0,5.0
2016-01-17,87.0,39.0,26.0,9.0,1.0,2.0
2016-01-18,38.0,58.0,13.0,33.0,10.0,13.0
2016-01-19,132.0,101.0,5.0,40.0,37.0,36.0
2016-01-20,207.0,91.0,6.0,31.0,14.0,24.0
2016-01-21,198.0,21.0,27.0,10.0,3.0,4.0
2016-01-22,50.0,35.0,27.0,9.0,2.0,4.0
2016-01-23,47.0,42.0,26.0,13.0,2.0,3.0
2016-01-24,48.0,29.0,22.0,20.0,6.0,5.0
2016-01-25,69.0,43.0,22.0,19.0,9.0,5.0
2016-01-26,85.0,79.0,14.0,42.0,22.0,18.0
2016-01-27,181.0,107.0,18.0,43.0,27.0,24.0
2016-01-28,219.0,58.0,14.0,27.0,20.0,15.0
2016-01-29,148.0,45.0,24.0,24.0,10.0,11.0
2016-01-30,117.0,16.0,27.0,13.0,3.0,4.0
2016-01-31,53.0,15.0,27.0,16.0,4.0,4.0
2016-02-01,52.0,34.0,24.0,23.0,6.0,6.0
2016-02-02,80.0,33.0,18.0,30.0,7.0,9.0
2016-02-03,106.0,15.0,29.0,13.0,3.0,4.0
2016-02-04,58.0,27.0,31.0,8.0,2.0,3.0
2016-02-05,44.0,32.0,28.0,19.0,6.0,6.0
2016-02-06,76.0,50.0,31.0,21.0,10.0,8.0
2016-02-07,113.0,176.0,34.0,21.0,30.0,9.0
2016-02-08,221.0,38.0,36.0,19.0,10.0,9.0
2016-02-09,114.0,80.0,21.0,33.0,30.0,25.0
2016-02-10,182.0,114.0,24.0,32.0,27.0,27.0
2016-02-11,216.0,99.0,18.0,28.0,11.0,20.0
2016-02-12,206.0,13.0,29.0,5.0,2.0,2.0
2016-02-13,47.0,13.0,27.0,5.0,1.0,2.0
2016-02-14,32.0,36.0,28.0,8.0,1.0,2.0
2016-02-15,38.0,32.0,31.0,8.0,1.0,2.0
2016-02-16,40.0,40.0,29.0,25.0,8.0,8.0
2016-02-17,116.0,26.0,34.0,12.0,3.0,3.0
2016-02-18,55.0,24.0,32.0,14.0,3.0,3.0
2016-02-19,55.0,14.0,31.0,9.0,2.0,3.0
2016-02-20,49.0,71.0,23.0,31.0,14.0,15.0
2016-02-21,167.0,60.0,33.0,22.0,10.0,10.0
2016-02-22,128.0,15.0,33.0,9.0,3.0,2.0
2016-02-23,49.0,36.0,26.0,22.0,4.0,6.0
2016-02-24,79.0,32.0,27.0,19.0,3.0,5.0
2016-02-25,70.0,42.0,28.0,18.0,6.0,5.0
2016-02-26,91.0,26.0,29.0,17.0,4.0,4.0
2016-02-27,71.0,40.0,31.0,17.0,4.0,7.0
2016-02-28,93.0,33.0,24.0,21.0,5.0,5.0
2016-02-29,96.0,86.0,22.0,40.0,16.0,16.0
2016-03-01,188.0,116.0,27.0,56.0,16.0,24.0
2016-03-02,232.0,151.0,22.0,60.0,25.0,32.0
2016-03-03,345.0,202.0,18.0,61.0,33.0,42.0
2016-03-04,374.0,177.0,32.0,11.0,3.0,2.0
2016-03-05,150.0,113.0,14.0,38.0,16.0,14.0
2016-03-06,156.0,61.0,35.0,19.0,10.0,8.0
2016-03-07,81.0,19.0,33.0,7.0,1.0,2.0
2016-03-08,45.0,15.0,28.0,8.0,1.0,2.0
2016-03-09,41.0,35.0,29.0,9.0,1.0,2.0
2016-03-10,44.0,42.0,27.0,20.0,2.0,4.0
2016-03-11,66.0,84.0,17.0,42.0,21.0,13.0
2016-03-12,176.0,35.0,36.0,15.0,4.0,3.0
2016-03-13,68.0,80.0,29.0,32.0,12.0,11.0
2016-03-14,154.0,108.0,24.0,37.0,26.0,11.0
2016-03-15,194.0,150.0,60.0,47.0,21.0,19.0
2016-03-16,284.0,150.0,52.0,52.0,18.0,18.0
2016-03-17,298.0,36.0,46.0,43.0,7.0,13.0
2016-03-18,238.0,75.0,29.0,22.0,10.0,9.0
2016-03-19,147.0,69.0,37.0,36.0,8.0,12.0
2016-03-20,139.0,110.0,47.0,47.0,12.0,11.0
2016-03-21,189.0,129.0,19.0,44.0,16.0,12.0
2016-03-22,185.0,34.0,33.0,16.0,3.0,6.0
2016-03-23,64.0,24.0,36.0,19.0,1.0,5.0
2016-03-24,47.0,36.0,35.0,21.0,2.0,3.0
2016-03-25,70.0,27.0,35.0,15.0,1.0,2.0
2016-03-26,45.0,31.0,38.0,16.0,1.0,2.0
2016-03-27,40.0,131.0,32.0,37.0,9.0,6.0
2016-03-28,159.0,52.0,39.0,14.0,2.0,2.0
2016-03-29,57.0,48.0,37.0,19.0,4.0,3.0
2016-03-30,68.0,135.0,50.0,41.0,20.0,13.0
2016-03-31,203.0,82.0,33.0,14.0,4.0,4.0
2016-04-01,106.0,21.0,33.0,7.0,1.0,1.0
2016-04-02,26.0,34.0,37.0,12.0,1.0,1.0
2016-04-03,44.0,75.0,52.0,24.0,6.0,4.0
2016-04-04,148.0,91.0,60.0,26.0,10.0,8.0
2016-04-05,179.0,83.0,39.0,32.0,18.0,16.0
2016-04-06,183.0,83.0,35.0,29.0,3.0,9.0
2016-04-07,160.0,50.0,39.0,14.0,3.0,2.0
2016-04-08,68.0,164.0,40.0,29.0,6.0,6.0
2016-04-09,156.0,117.0,38.0,21.0,7.0,7.0
2016-04-10,137.0,70.0,34.0,20.0,3.0,4.0
2016-04-11,144.0,65.0,30.0,29.0,3.0,6.0
2016-04-12,155.0,87.0,39.0,41.0,4.0,10.0
2016-04-13,191.0,68.0,43.0,13.0,2.0,2.0
2016-04-14,92.0,72.0,44.0,33.0,11.0,10.0
2016-04-15,148.0,57.0,32.0,10.0,1.0,3.0
2016-04-16,79.0,24.0,37.0,8.0,0.0,1.0
2016-04-17,50.0,26.0,40.0,10.0,1.0,1.0
2016-04-18,53.0,65.0,18.0,31.0,11.0,11.0
2016-04-19,140.0,60.0,48.0,19.0,4.0,5.0
2016-04-20,145.0,96.0,51.0,35.0,5.0,8.0
2016-04-21,173.0,70.0,42.0,9.0,0.9959342717145241,1.0
2016-04-22,89.0,38.0,38.0,18.0,1.0,1.0
2016-04-23,81.0,89.0,72.0,26.0,11.0,7.0
2016-04-24,152.0,81.0,77.0,15.0,7.0,5.0
2016-04-25,160.0,80.0,62.0,20.0,13.0,11.0
2016-04-26,160.0,72.0,46.0,31.0,6.0,10.0
2016-04-27,166.0,69.0,85.0,30.0,3.0,9.0
2016-04-28,161.0,64.0,92.0,32.0,9.0,11.0
2016-04-29,171.0,100.0,117.0,40.0,5.0,14.0
2016-04-30,210.0,57.0,117.0,21.0,14.0,19.0
2016-05-01,213.0,62.0,38.0,8.0,2.0,9.0
2016-05-02,144.0,50.0,41.0,14.0,1.0,2.0
2016-05-03,94.0,44.0,51.0,30.0,2.0,4.0
2016-05-04,78.0,55.0,51.0,25.0,8.0,9.0
2016-05-05,116.0,199.0,37.0,5.0,1.0,1.0
2016-05-06,112.0,30.0,53.0,12.0,1.0,1.0
2016-05-07,49.0,64.0,67.0,22.0,9.0,6.0
2016-05-08,153.0,41.0,34.0,17.0,3.0,4.0
2016-05-09,105.0,53.0,71.0,22.0,1.0,5.0
2016-05-10,117.0,73.0,87.0,15.0,6.0,9.0
2016-05-11,183.0,29.0,37.0,15.0,2.0,7.0
2016-05-12,72.0,57.0,57.0,31.0,6.0,7.0
2016-05-13,109.0,38.0,36.0,21.0,3.0,3.0
2016-05-14,110.0,23.0,36.0,22.0,1.0,3.0
2016-05-15,94.0,46.0,54.0,26.0,1.0,4.0
2016-05-16,80.0,78.0,111.0,27.0,6.0,2.0
2016-05-17,143.0,70.0,99.0,14.0,5.0,3.0
2016-05-18,146.0,76.0,127.0,17.0,8.0,4.0
2016-05-19,161.0,78.0,116.0,27.0,11.0,8.0
2016-05-20,163.0,65.0,109.0,23.0,9.0,6.0
2016-05-21,153.0,67.0,104.0,29.0,4.0,4.0
2016-05-22,136.0,76.0,71.0,25.0,8.0,8.0
2016-05-23,141.0,31.0,59.0,14.0,1.0,2.0
2016-05-24,81.0,24.0,52.0,10.0,19.0,2.0
2016-05-25,64.0,48.0,50.0,16.0,1.0,2.0
2016-05-26,109.0,79.0,86.0,28.0,6.0,6.0
2016-05-27,141.0,57.0,97.0,15.0,4.0,5.0
2016-05-28,119.0,51.0,72.0,14.0,3.0,5.0
2016-05-29,117.0,93.0,138.0,26.0,9.0,10.0
2016-05-30,159.0,86.0,39.0,17.0,6.0,8.0
2016-05-31,156.0,54.0,82.0,20.0,3.0,6.0
2016-06-01,127.0,63.0,109.0,26.0,5.0,7.0
2016-06-02,139.0,83.0,116.0,28.0,13.0,11.0
2016-06-03,160.0,78.0,123.0,13.0,8.0,8.0
2016-06-04,164.0,73.0,110.0,16.0,8.0,8.0
2016-06-05,149.0,77.0,127.0,16.0,4.0,8.0
2016-06-06,160.0,61.0,62.0,11.0,1.0,7.0
2016-06-07,137.0,73.47254890396854,114.0,15.0,1.0,11.0
2016-06-08,188.0,76.0,110.0,18.0,3.0,9.0
2016-06-09,176.0,31.0,86.0,9.0,1.0,5.0
2016-06-10,124.0,15.0,49.0,9.0,1.5745656751630646,2.0
2016-06-11,42.0,62.0,103.0,16.0,3.0,8.0
2016-06-12,141.0,61.0,41.0,15.0,2.0,6.0
