date,pm25,pm10,o3,no2,so2,co
2016-06-13,124.0,32.0,37.0,13.0,1.0,5.0
2016-06-14,106.0,32.0,65.0,16.0,0.3923685014177068,4.0
2016-06-15,55.0,33.0,77.0,25.0,0.29516287016061593,5.0
2016-06-16,81.0,47.0,44.0,24.0,1.0,4.0
2016-06-17,83.0,60.0,107.0,25.0,2.0,7.0
2016-06-18,112.0,61.0,114.0,17.0,2.0,6.0
2016-06-19,144.0,63.0,124.0,15.0,4.0,10.0
2016-06-20,172.0,63.0,125.0,17.0,1.0,8.0
2016-06-21,180.0,58.0,110.0,17.0,1.0,6.0
2016-06-22,112.0,70.0,87.0,18.0,3.0,10.0
2016-06-23,144.0,28.0,38.0,17.0,1.0,4.0
2016-06-24,50.0,28.0,50.0,11.0,1.0,2.0
2016-06-25,48.0,62.0,100.0,23.0,2.0,4.0
2016-06-26,103.0,66.0,70.0,19.0,3.0,6.0
2016-06-27,136.0,31.0,34.0,18.0,1.0,7.0
2016-06-28,150.0,39.82056327473902,76.0,17.0,0.0,8.0
2016-06-29,175.0,49.0,94.0,18.0,0.0,6.0
2016-06-30,129.0,23.0,71.0,10.0,0.0,3.0
2016-07-01,46.0,52.0,90.0,19.0,1.0,6.0
2016-07-02,106.0,66.0,110.0,17.0,5.0,8.0
2016-07-03,152.0,82.0,110.0,14.0,3.0,11.0
2016-07-04,195.0,67.0,119.0,13.0,2.0,9.0
2016-07-05,163.0,63.0,111.0,19.0,3.0,8.0
2016-07-06,141.0,86.0,126.0,14.0,4.0,11.0
2016-07-07,169.0,77.0,104.0,16.0,3.0,11.0
2016-07-08,159.0,58.0,100.0,15.0,1.0,7.0
2016-07-09,147.0,62.0,91.0,12.0,1.0,7.0
2016-07-10,144.0,62.0,92.0,12.0,3.0,6.0
2016-07-11,154.0,33.0,38.0,13.0,2.0,5.0
2016-07-12,85.0,32.0,85.0,17.0,1.0,4.0
2016-07-13,58.0,50.0,63.0,22.0,2.0,7.0
2016-07-14,92.0,34.0,30.0,16.0,1.0,6.0
2016-07-15,102.0,43.0,35.0,18.0,1.0,6.0
2016-07-16,101.0,66.0,115.0,25.0,1.0,16.0
2016-07-17,153.0,74.0,54.0,28.0,3.0,18.0
2016-07-18,168.0,54.0,16.0,29.0,1.0,12.0
2016-07-19,176.0,5.0,23.0,12.0,0.0,6.0
2016-07-20,95.0,17.0,21.0,15.0,0.18539696437920955,7.0
2016-07-21,59.0,41.02527934375162,77.0,21.0,1.0,9.0
2016-07-22,147.0,55.060619298642614,96.0,27.0,1.2972781512044396,12.0
2016-07-23,168.0,56.0,104.0,22.0,1.1776008573494183,8.0
2016-07-24,129.0,40.0,55.0,19.0,1.0,8.0
2016-07-25,103.0,25.0,76.0,11.0,1.0,4.0
2016-07-26,46.0,61.0,121.0,18.0,1.0,8.0
2016-07-27,122.0,47.0,90.0,17.0,1.0,6.0
2016-07-28,101.0,77.0,109.0,16.0,1.0,15.0
2016-07-29,170.0,47.0,39.0,12.0,1.0058735260776897,15.0
2016-07-30,194.0,55.0,43.0,14.0,1.0,12.0
2016-07-31,129.0,59.0,81.0,13.0,1.0,12.0
2016-08-01,137.0,42.0,75.0,13.0,1.0,12.0
2016-08-02,112.0,59.0,108.0,14.0,1.0,9.0
2016-08-03,124.0,76.0,120.0,15.0,2.0,14.0
2016-08-04,162.0,54.0,78.0,12.0,1.0,7.0
2016-08-05,131.0,74.0,80.0,15.0,1.0,9.0
2016-08-06,164.0,26.0,54.0,6.0,0.443275353984911,6.0
2016-08-07,62.0,37.0,74.0,12.0,1.0,8.0
2016-08-08,87.0,54.0,91.0,22.0,3.0,12.0
2016-08-09,111.0,67.0,69.0,11.0,1.0,9.0
2016-08-10,152.0,64.0,82.0,11.0,2.0,8.0
2016-08-11,154.0,50.0,36.0,14.0,2.0,7.0
2016-08-12,115.0,32.0,19.0,15.0,1.0,6.0
2016-08-13,66.0,32.0,90.0,12.0,1.0,5.0
2016-08-14,55.0,40.0,45.0,11.0,2.0,6.0
2016-08-15,70.0,32.0,76.0,14.0,1.0,5.0
2016-08-16,69.0,67.0,19.0,32.0,2.0,9.0
2016-08-17,137.0,50.34349200767645,23.0,29.0,1.0,15.0
2016-08-18,156.0,27.0,67.0,15.0,0.7779821282639879,8.0
2016-08-19,57.0,54.0,115.0,20.0,1.0,10.0
2016-08-20,117.0,61.0,147.0,23.0,1.0,9.0
2016-08-21,126.0,48.0,82.0,15.0,3.0,8.0
2016-08-22,107.0,62.0,71.0,19.0,4.0,7.0
2016-08-23,130.0,73.0,52.0,26.0,3.0,10.0
2016-08-24,154.0,21.0,32.0,11.0,1.0,3.0
2016-08-25,35.0,23.0,41.0,16.0,1.0,2.0
2016-08-26,32.0,32.0,36.0,21.0,1.0,4.0
2016-08-27,43.0,25.0,44.0,16.0,1.0,2.0
2016-08-28,36.0,37.0,49.0,20.0,1.0,4.0
2016-08-29,48.0,54.0,100.0,22.0,2.0,6.0
2016-08-30,85.0,38.0,38.0,22.0,2.0,3.0
2016-08-31,53.0,26.0,31.0,13.0,1.0,2.0
2016-09-01,23.0,30.0,28.0,13.0,1.0,3.0
2016-09-02,40.0,33.0,78.0,14.0,1.0,4.0
2016-09-03,59.0,66.0,94.0,20.0,4.0,9.0
2016-09-04,143.0,45.0,43.0,13.0,1.0,4.0
2016-09-05,72.0,34.0,34.0,21.0,1.0,5.0
2016-09-06,70.0,49.0,79.0,18.0,3.0,6.0
2016-09-07,109.0,34.0,44.0,22.0,1.0,6.0
2016-09-08,60.0,32.0,33.0,21.0,1.0,4.0
2016-09-09,52.0,30.0,49.0,19.0,1.0,3.0
2016-09-10,46.0,56.0,52.0,13.0,1.0,7.0
2016-09-11,88.0,42.0,50.0,18.0,1.0,6.0
2016-09-12,89.0,63.0,60.0,24.0,1.0,9.0
2016-09-13,163.0,71.0,86.0,22.0,2.0,10.0
2016-09-14,165.0,74.0,98.0,21.0,2.0,7.0
2016-09-15,155.0,58.0,93.0,21.0,2.0,9.0
2016-09-16,180.0,40.0,26.0,17.0,1.0,7.0
2016-09-17,99.0,25.0,14.0,16.0,0.4738401074473739,5.0
2016-09-18,56.0,19.0,34.0,15.0,1.0,3.0
2016-09-19,37.0,40.0,43.0,22.0,2.0,4.0
2016-09-20,61.0,86.0,14.0,43.0,2.0,10.0
2016-09-21,151.0,85.0,42.0,32.0,3.0,10.0
2016-09-22,171.0,111.0,88.0,22.0,1.0,11.0
2016-09-23,187.0,127.0,96.0,24.0,3.0,10.0
2016-09-24,165.0,125.0,48.0,22.0,3.0,15.0
2016-09-25,217.0,68.0,24.0,18.0,1.0,10.0
2016-09-26,136.0,24.0,25.0,11.0,1.0,6.0
2016-09-27,65.0,26.0,26.0,16.0,1.0,2.0
2016-09-28,45.0,71.0,44.0,27.0,4.0,6.0
2016-09-29,130.0,93.0,66.0,34.0,5.0,9.0
2016-09-30,169.0,123.0,58.0,41.0,6.0,13.0
2016-10-01,202.0,129.0,63.0,31.0,4.0,12.0
2016-10-02,219.0,103.0,71.0,20.0,2.0,10.0
2016-10-03,176.0,49.0,19.0,14.0,1.0,9.0
2016-10-04,89.0,67.0,25.0,16.0,1.0,11.0
2016-10-05,141.0,66.0,13.0,19.0,2.0,14.0
2016-10-06,153.0,45.0,20.0,18.0,1.0,15.0
2016-10-07,115.0,20.0,26.0,8.0,1.0,4.0
2016-10-08,44.0,57.0,14.0,22.0,2.0,6.0
2016-10-09,98.0,96.0,10.0,34.0,7.0,12.0
2016-10-10,167.0,93.0,25.0,27.0,5.0,13.0
2016-10-11,181.0,74.0,27.0,24.0,4.0,10.0
2016-10-12,157.0,118.0,28.0,35.0,3.0,14.0
2016-10-13,217.0,152.0,30.0,42.0,4.0,18.0
2016-10-14,286.0,128.0,27.71139377145549,37.0,4.0,19.0
2016-10-15,243.0,110.0,28.0,21.0,2.0,8.0
2016-10-16,181.0,79.0,27.0,20.0,1.0,8.0
2016-10-17,139.0,102.0,2.0,28.0,3.0,17.0
2016-10-18,176.0,132.0,16.0,31.0,3.0,21.0
2016-10-19,270.0,87.0,10.0,23.0,3.0,13.0
2016-10-20,164.0,52.0,11.0,16.0,2.034366310549359,7.0
2016-10-21,125.0,20.0,13.0,13.0,1.0,4.0
2016-10-22,48.0,45.0,13.0,21.0,1.0,5.0
2016-10-23,83.0,89.0,1.0,25.0,1.0,11.0
2016-10-24,150.0,101.0,3.0,31.0,1.0,13.0
2016-10-25,178.0,71.0,21.0,20.0,1.0,7.0
2016-10-26,93.0,55.0,3.0,21.0,3.0,11.0
2016-10-27,96.0,17.0,23.0,12.0,1.0,3.0
2016-10-28,41.0,50.0,17.0,22.0,2.0,5.0
2016-10-29,79.0,63.0,24.0,19.0,3.0,8.0
2016-10-30,110.0,19.0,21.0,7.0,1.0,1.0
2016-10-31,35.0,54.0,16.0,23.0,4.0,6.0
2016-11-01,111.0,108.0,7.0,38.0,8.0,13.0
2016-11-02,184.0,161.0,3.0,45.0,8.0,23.0
2016-11-03,254.0,180.0,3.0,47.0,4.0,30.0
2016-11-04,298.0,133.0,19.0,38.0,2.0,27.0
2016-11-05,229.0,67.0,16.0,22.0,6.0,9.0
2016-11-06,148.0,42.0,19.0,18.0,1.0,6.0
2016-11-07,94.0,37.0,13.0,23.0,3.0,6.0
2016-11-08,102.0,131.0,1.0,33.0,5.0,24.0
2016-11-09,231.0,107.0,8.0,22.0,3.0,14.0
2016-11-10,198.0,81.0,3.0,26.0,2.0,14.0
2016-11-11,153.0,83.0,12.0,26.0,5.0,12.0
2016-11-12,155.0,111.0,1.0,28.0,6.0,22.0
2016-11-13,172.0,67.0,25.0,17.0,2.0,9.0
2016-11-14,86.0,60.0,8.0,31.0,6.0,12.0
2016-11-15,107.0,107.0,8.0,35.0,6.0,20.0
2016-11-16,182.0,116.0,2.0,31.0,12.0,23.0
2016-11-17,189.0,190.0,2.0,35.0,11.0,37.0
2016-11-18,244.0,107.0,19.0,26.0,4.0,17.0
2016-11-19,183.0,71.0,12.0,18.0,2.0,9.0
2016-11-20,131.0,18.0,23.0,7.0,1.0,3.0
2016-11-21,44.0,18.0,21.0,9.0,2.0,2.0
2016-11-22,36.0,21.0,15.0,15.0,3.0,4.0
2016-11-23,50.0,69.0,8.0,33.0,10.0,12.0
2016-11-24,136.0,133.0,2.0,44.0,12.0,25.0
2016-11-25,234.0,291.0,5.0,53.0,10.0,34.0
2016-11-26,332.0,102.0,23.0,30.0,4.0,17.0
2016-11-27,144.0,76.0,3.0,41.0,11.0,18.0
2016-11-28,151.0,90.0,1.0,34.0,12.0,22.0
2016-11-29,173.0,83.0,23.0,30.0,7.0,19.0
2016-11-30,142.0,32.0,26.0,22.0,3.0,5.0
2016-12-01,66.0,86.0,7.0,40.0,11.0,18.0
2016-12-02,172.0,215.0,4.0,54.0,14.0,36.0
2016-12-03,292.0,244.0,5.0,47.0,8.0,35.0
2016-12-04,327.0,38.0,24.0,20.0,5.0,9.0
2016-12-05,94.0,91.0,3.0,46.0,11.0,21.0
2016-12-06,164.0,109.0,4.0,46.0,14.0,26.0
2016-12-07,201.0,87.0,26.0,24.0,7.0,16.0
2016-12-08,136.0,30.0,20.0,18.0,4.0,5.0
2016-12-09,69.0,55.0,9.0,32.0,7.0,12.0
2016-12-10,120.0,145.0,5.0,49.0,20.0,38.0
2016-12-11,259.0,141.0,5.0,44.0,20.0,25.0
2016-12-12,271.0,33.0,21.0,22.0,4.0,8.0
2016-12-13,87.0,32.0,16.0,21.0,5.0,5.0
2016-12-14,72.0,43.0,23.0,21.0,5.0,7.0
2016-12-15,85.0,101.0,3.0,47.0,12.0,21.0
2016-12-16,182.0,164.0,4.0,49.0,18.0,32.0
2016-12-17,279.0,161.0,4.0,49.0,12.0,36.0
2016-12-18,293.0,164.0,6.0,54.0,13.0,38.0
2016-12-19,271.0,290.0,3.0,54.0,3.0,68.0
2016-12-20,407.0,280.0,4.0,62.0,5.0,66.0
2016-12-21,418.0,90.0,24.0,20.0,2.0,14.0
2016-12-22,131.0,39.0,15.0,23.0,4.0,6.0
2016-12-23,83.0,101.0,3.0,40.0,15.0,24.0
2016-12-24,194.0,112.0,3.0,42.0,17.0,25.0
2016-12-25,214.0,46.0,19.0,26.0,9.0,9.0
2016-12-26,114.0,41.0,21.0,21.0,5.0,6.0
2016-12-27,85.0,62.0,18.0,18.0,5.0,9.0
2016-12-28,122.0,68.0,12.0,24.0,5.0,12.0
2016-12-29,104.0,222.0,5.0,49.0,11.0,37.0
2016-12-30,318.0,335.0,4.0,64.0,12.0,53.0
2016-12-31,379.0,425.0,4.0,59.0,4.0,62.0
2017-01-01,486.0,243.0,16.0,45.0,6.0,32.0
2017-01-02,273.0,282.0,6.0,73.0,8.0,55.0
2017-01-03,383.0,387.0,6.0,67.0,8.0,67.0
2017-01-04,437.0,170.0,4.0,49.0,10.0,48.0
2017-01-05,281.0,144.0,3.0,52.0,16.0,48.0
2017-01-06,285.0,142.0,2.0,41.0,11.0,35.0
2017-01-07,244.0,98.61919204616643,20.0,13.0,4.0,5.0
2017-01-08,77.0,51.0,17.0,16.0,2.0,6.0
2017-01-09,77.0,38.0,21.0,18.0,3.0,5.0
2017-01-10,71.0,65.0,7.0,38.0,11.0,14.0
2017-01-11,149.0,50.0,30.0,26.0,8.0,8.0
2017-01-12,104.0,24.0,27.0,13.0,5.0,3.0
2017-01-13,38.0,36.0,23.0,23.0,5.0,7.0
2017-01-14,61.0,55.0,15.0,25.0,6.0,9.0
2017-01-15,124.0,82.0,5.0,36.0,12.0,17.0
2017-01-16,174.0,106.0,7.0,42.0,14.0,22.0
2017-01-17,203.0,49.0,14.0,28.0,6.0,8.0
2017-01-18,114.0,71.0,26.0,19.0,9.0,9.0
2017-01-19,108.0,31.0,23.0,17.0,3.0,5.0
2017-01-20,64.0,45.0,26.0,17.0,8.0,4.0
2017-01-21,80.0,35.0,17.0,23.0,6.0,7.0
2017-01-22,83.0,44.0,18.0,23.0,8.0,8.0
2017-01-23,99.0,88.0,8.0,34.0,24.0,24.0
2017-01-24,171.0,127.0,11.0,38.0,25.0,30.0
2017-01-25,244.0,130.0,22.0,27.0,16.0,24.0
2017-01-26,244.0,74.0,28.0,13.0,9.0,5.0
2017-01-27,102.0,332.0,7.0,27.0,48.0,20.0
2017-01-28,415.0,54.0,26.0,7.0,5.0,7.0
2017-01-29,100.0,33.0,28.0,8.0,4.0,3.0
2017-01-30,73.0,66.0,25.0,18.0,17.0,9.0
2017-01-31,163.0,36.0,25.0,10.0,5.0,3.0
2017-02-01,66.0,80.0,17.0,30.0,15.0,12.0
2017-02-02,168.0,127.0,20.0,38.0,23.0,22.0
2017-02-03,235.0,204.0,31.0,41.0,24.0,28.0
2017-02-04,341.0,18.0,33.0,8.0,3.0,2.0
2017-02-05,45.0,21.0,28.0,10.0,2.0,2.0
2017-02-06,39.0,69.0,21.0,24.0,10.0,9.0
2017-02-07,153.0,39.0,32.0,13.0,3.0,6.0
2017-02-08,88.0,29.0,29.0,6.0,1.0,2.0
2017-02-09,33.0,26.0,27.0,5.0,1.0,1.0
2017-02-10,37.0,77.0,25.0,20.0,10.0,5.0
2017-02-11,84.0,119.0,10.0,37.0,29.0,23.0
2017-02-12,213.0,97.0,23.0,33.0,14.0,19.0
2017-02-13,168.0,120.0,5.0,38.0,13.0,23.0
2017-02-14,236.0,135.0,16.0,53.0,20.0,27.0
2017-02-15,289.0,56.0,31.0,30.0,11.0,12.0
2017-02-16,164.0,36.0,33.0,11.0,3.0,3.0
2017-02-17,65.0,86.0,20.0,29.0,13.0,14.0
2017-02-18,169.0,97.0,32.0,23.0,14.0,8.0
2017-02-19,156.0,29.0,29.0,8.0,2.0,2.0
2017-02-20,39.0,61.0,12.0,21.0,6.0,8.0
2017-02-21,143.0,29.0,26.0,15.0,3.0,8.0
2017-02-22,141.0,29.0,31.0,13.0,3.0,4.0
2017-02-23,61.0,37.0,28.0,22.0,7.0,6.0
2017-02-24,78.0,18.0,32.0,14.0,3.0,3.0
2017-02-25,43.0,35.0,27.0,21.0,3.0,5.0
2017-02-26,80.0,93.0,21.0,34.0,9.0,13.0
2017-02-27,158.0,25.0,34.0,16.0,3.0,4.0
2017-02-28,54.0,35.0,37.0,7.0,2.0,2.0
2017-03-01,47.0,58.0,24.0,20.0,5.0,5.0
2017-03-02,110.0,98.0,19.0,27.0,12.0,13.0
2017-03-03,170.0,78.0,23.0,32.0,15.0,13.0
2017-03-04,165.0,30.0,28.0,8.0,2.0,2.0
2017-03-05,57.0,40.0,26.0,15.0,2.0,4.0
2017-03-06,65.0,25.0,26.0,5.0,1.0,2.0
2017-03-07,40.0,26.0,29.0,8.0,1.0,2.0
2017-03-08,48.0,28.0,28.0,16.0,1.0,3.0
2017-03-09,46.0,52.0,28.0,29.0,5.0,6.0
2017-03-10,88.0,75.0,22.0,23.0,9.0,9.0
2017-03-11,114.0,26.0,19.0,5.0,1.0,1.0
2017-03-12,47.0,27.0,35.0,13.0,2.0,3.0
2017-03-13,33.0,43.0,21.0,20.0,3.0,5.0
2017-03-14,58.0,71.0,29.0,27.0,11.0,11.0
2017-03-15,150.0,112.0,31.0,40.0,13.0,10.0
2017-03-16,185.0,93.0,30.0,23.0,9.0,8.0
2017-03-17,182.0,111.0,57.0,27.0,7.0,11.0
2017-03-18,198.0,146.0,62.0,34.0,17.0,19.0
2017-03-19,258.0,116.0,23.0,33.0,10.0,13.0
2017-03-20,196.0,76.0,39.0,17.0,3.0,6.0
2017-03-21,166.0,117.0,32.0,34.0,13.0,10.0
2017-03-22,192.0,94.0,23.0,22.0,4.0,13.0
2017-03-23,191.0,51.13869771525298,21.0,18.0,1.0,8.0
2017-03-24,156.0,26.0,40.0,14.0,1.0,5.0
2017-03-25,100.0,24.0,39.0,8.0,1.0,1.0
2017-03-26,46.0,27.0,43.0,11.0,1.0,2.0
2017-03-27,50.0,71.0,45.0,20.0,6.0,5.0
2017-03-28,141.0,97.0,53.0,23.0,6.0,7.0
2017-03-29,182.0,90.0,38.0,20.0,10.0,10.0
2017-03-30,159.0,43.0,42.0,14.0,2.0,4.0
2017-03-31,69.0,60.0,38.0,23.0,2.0,4.0
2017-04-01,80.0,82.0,43.0,32.0,7.0,9.0
2017-04-02,151.0,121.0,85.0,36.0,12.0,12.0
2017-04-03,198.0,100.0,48.0,22.0,11.0,9.0
2017-04-04,187.0,60.0,67.0,9.0,2.0,4.0
2017-04-05,138.0,87.0,71.0,19.0,3.0,8.0
2017-04-06,172.0,85.0,38.0,16.0,3.0,7.0
2017-04-07,161.0,100.0,26.0,25.0,3.0,8.0
2017-04-08,150.0,72.0,43.0,19.0,3.0,8.0
2017-04-09,154.0,83.0,41.0,23.0,5.0,6.0
2017-04-10,148.0,54.0,44.0,15.0,3.0,4.0
2017-04-11,95.0,73.0,39.0,30.0,3.0,6.0
2017-04-12,106.0,89.0,33.0,28.0,8.0,9.0
2017-04-13,131.0,106.0,44.0,29.0,3.0,9.0
2017-04-14,154.0,73.0,57.0,23.0,2.0,5.0
2017-04-15,112.0,111.0,53.0,28.0,9.0,8.0
2017-04-16,145.0,150.0,41.0,27.0,5.0,9.0
2017-04-17,180.0,66.0,44.0,8.0,1.0,1.0
2017-04-18,75.0,87.0,17.0,31.0,5.0,6.0
2017-04-19,116.0,75.0,38.0,23.0,1.0,7.0
2017-04-20,122.0,54.0,47.0,9.0,1.0,1.0
2017-04-21,61.0,90.0,59.0,19.0,4.0,4.0
2017-04-22,116.0,60.0,48.0,8.0,3.0,3.0
2017-04-23,76.0,81.0,50.0,16.0,5.0,6.0
2017-04-24,118.0,33.0,33.0,8.0,1.0,1.0
2017-04-25,49.0,36.0,45.0,14.0,1.0,2.0
2017-04-26,50.0,43.0,47.0,20.0,1.0,2.0
2017-04-27,55.0,52.0,54.0,20.0,1.0,3.0
2017-04-28,70.0,78.0,64.0,19.0,2.0,3.0
2017-04-29,105.0,117.0,68.0,20.0,3.0,4.0
2017-04-30,152.0,86.0,60.0,19.0,4.0,5.0
2017-05-01,115.0,97.0,108.0,23.0,7.0,7.0
2017-05-02,136.0,85.0,59.0,19.0,7.0,6.0
2017-05-03,131.0,638.0,46.0,11.0,3.0,2.0
2017-05-04,382.0,466.0,42.0,10.0,4.0,2.0
2017-05-05,275.0,78.0,58.0,16.0,4.0,2.0
2017-05-06,101.0,65.0,74.0,26.0,5.0,3.0
2017-05-07,101.0,93.0,94.0,24.0,8.0,5.0
2017-05-08,146.0,82.0,93.0,12.0,6.0,4.0
2017-05-09,112.0,60.0,74.0,13.0,3.0,4.0
2017-05-10,108.0,107.0,47.0,18.0,4.0,3.0
2017-05-11,103.0,131.0,78.0,14.0,5.0,3.0
2017-05-12,106.0,63.0,43.0,9.0,3.0,1.0
2017-05-13,75.0,41.0,70.0,10.0,2.0,3.0
2017-05-14,46.0,62.0,74.0,14.0,5.0,5.0
2017-05-15,74.0,76.0,106.0,14.0,7.0,5.0
2017-05-16,103.0,86.0,141.0,16.0,7.0,6.0
2017-05-17,128.0,116.0,159.0,27.0,9.0,9.0
2017-05-18,160.0,103.0,134.0,16.0,5.0,5.0
2017-05-19,146.0,79.0,137.0,11.0,4.0,6.0
2017-05-20,133.0,71.0,90.0,14.0,6.0,9.0
2017-05-21,141.0,44.0,29.0,21.0,5.0,11.0
2017-05-22,109.0,38.0,69.0,18.0,1.0,2.0
2017-05-23,52.0,46.0,84.0,25.0,1.0,2.0
2017-05-24,58.0,67.0,102.0,21.0,4.0,5.0
2017-05-25,74.0,69.0,105.51708161164659,24.0,5.0,4.0
2017-05-26,112.0,83.0,92.96677328579243,23.0,11.0,12.0
2017-05-27,143.0,97.0,74.5444929920691,18.0,12.0,15.0
2017-05-28,172.0,72.0,60.44565870010819,12.0,5.0,7.0
2017-05-29,89.0,61.0,60.86568837954128,20.0,1.0,7.0
2017-05-30,106.0,78.0,86.0,26.0,2.0,8.0
2017-05-31,141.0,46.0,105.0,14.0,2.0,7.0
2017-06-01,76.0,54.0,31.0,18.0,6.0,10.0
2017-06-02,75.0,50.0,59.0,21.0,2.0,8.0
2017-06-03,89.0,68.0,111.0,25.0,7.0,5.0
2017-06-04,122.0,76.0,147.0,29.0,11.0,8.0
2017-06-05,146.0,50.0,38.0,14.0,1.0,4.0
2017-06-06,119.0,43.0,89.0,13.0,3.0,5.0
2017-06-07,110.0,50.0,68.0,24.0,2.0,6.0
2017-06-08,76.0,68.0,109.0,26.0,3.0,7.0
2017-06-09,95.0,59.0,60.0,15.0,7.0,7.0
2017-06-10,62.0,62.0,100.0,24.0,5.0,6.0
2017-06-11,87.0,63.0,73.0,26.0,9.0,10.0
2017-06-12,95.0,52.0,78.0,21.0,4.0,8.0
2017-06-13,105.0,51.0,102.0,23.0,2.0,13.0
2017-06-14,113.0,70.0,104.0,18.0,1.0,4.0
2017-06-15,96.0,86.0,101.0,15.0,3.0,7.0
2017-06-16,140.0,95.0,148.0,15.0,3.0,6.0
2017-06-17,155.0,87.0,146.0,16.0,3.0,6.0
2017-06-18,152.0,39.0,115.0,11.0,2.0,3.0
2017-06-19,96.0,50.0,121.0,12.0,1.0,4.0
2017-06-20,94.0,60.0,116.0,14.0,5.0,8.0
2017-06-21,116.0,28.0,56.0,13.0,1.0,10.0
2017-06-22,86.0,22.0,41.0,10.0,1.0,5.0
2017-06-23,73.0,28.0,55.0,10.0,1.0,4.0
2017-06-24,73.0,42.0,90.0,19.0,1.0,5.0
2017-06-25,94.0,36.0,109.0,20.0,1.0,3.0
2017-06-26,72.0,73.0,144.0,22.0,5.0,7.0
2017-06-27,132.0,86.0,134.0,24.0,6.0,10.0
2017-06-28,147.0,61.0,111.0,17.0,6.0,6.0
2017-06-29,128.0,68.0,139.0,16.0,2.0,6.0
2017-06-30,144.0,81.0,129.0,19.0,2.0,8.0
2017-07-01,160.0,78.0,125.0,15.0,5.0,8.0
2017-07-02,139.0,54.0,100.0,13.0,2.0,6.0
2017-07-03,125.0,54.0,71.0,21.0,2.0,6.0
2017-07-04,119.0,69.0,100.0,20.0,1.0,9.0
2017-07-05,151.0,74.0,38.0,17.0,2.0,13.0
2017-07-06,135.0,41.0,86.0,10.0,1.0,6.0
2017-07-07,98.0,46.0,118.0,16.0,1.0,5.0
2017-07-08,91.0,71.0,132.0,14.0,1.0,9.0
2017-07-09,156.0,43.0,101.0,17.0,1.0,3.0
2017-07-10,81.0,69.0,175.0,27.0,2.0,7.0
2017-07-11,121.0,83.0,121.0,19.0,2.0,7.0
2017-07-12,153.0,60.0,100.0,11.0,2.0,6.0
2017-07-13,124.0,52.0,92.0,19.0,2.0,5.0
2017-07-14,101.0,45.0,73.0,13.0,1.0,7.0
2017-07-15,104.0,66.0,109.0,22.0,1.0,11.0
2017-07-16,160.0,53.0,80.0,14.0,2.0,9.0
2017-07-17,136.0,55.0,57.0,14.0,1.0,7.0
2017-07-18,149.0,56.0,74.0,12.0,1.0,6.0
2017-07-19,187.0,80.0,84.0,20.0,3.0,6.0
2017-07-20,214.0,21.0,40.0,12.0,1.0,6.0
2017-07-21,72.0,32.0,32.0,16.0,1.0,6.0
2017-07-22,62.0,53.0,44.0,24.0,1.1659799391312933,7.0
2017-07-23,98.0,46.0,18.0,22.0,1.0,6.0
2017-07-24,88.0,43.0,61.0,17.0,1.0,7.0
2017-07-25,80.0,34.0,31.0,16.0,1.0,6.0
2017-07-26,54.0,54.0,51.0,25.0,1.0,9.0
2017-07-27,95.0,52.0,48.0,25.0,1.0,7.0
2017-07-28,83.0,52.0,57.0,22.0,1.0,7.0
2017-07-29,81.0,54.0,87.0,17.0,2.0,6.0
2017-07-30,85.0,76.0,123.0,19.0,1.0,9.0
2017-07-31,151.0,57.0,52.0,14.0,1.0,9.0
2017-08-01,115.0,46.0,26.0,12.0,2.0,10.0
2017-08-02,79.0,53.0,65.0,9.0,1.0,6.0
2017-08-03,55.0,40.0,79.0,17.0,1.0,6.0
2017-08-04,73.0,54.0,88.0,19.0,1.0,6.0
2017-08-05,75.0,34.0,53.0,18.0,1.0,5.0
2017-08-06,51.0,36.0,61.0,15.0,1.0,3.0
2017-08-07,32.0,64.0,113.0,22.0,1.0,6.0
2017-08-08,84.0,37.0,62.0,13.0,1.0,5.0
2017-08-09,70.0,64.0,87.0,17.0,1.0,7.0
2017-08-10,143.0,71.0,58.0,19.0,1.0,10.0
2017-08-11,149.0,36.0,30.0,18.0,1.0,7.0
2017-08-12,92.0,40.0,36.0,19.0,1.0000021779530242,8.0
2017-08-13,104.0,34.0,63.0,14.0,1.0,7.0
2017-08-14,77.0,53.0,69.0,14.0,1.0,8.0
2017-08-15,118.0,49.0,61.0,18.0,1.0,7.0
2017-08-16,119.0,35.0,64.0,14.0,1.0,6.0
2017-08-17,68.0,66.0,46.0,31.0,1.0,12.0
2017-08-18,137.0,46.0,49.0,16.0,1.0,10.0
2017-08-19,118.0,56.0,63.0,20.0,1.0,12.0
2017-08-20,149.0,70.0,93.0,21.0,1.0,10.0
2017-08-21,151.0,70.0,45.0,17.0,1.0,9.0
2017-08-22,143.0,24.0,47.0,14.0,1.0,7.0
2017-08-23,62.0,32.0,34.0,22.0,1.0,5.0
2017-08-24,47.0,31.0,32.0,22.0,1.0,3.0
2017-08-25,30.0,42.0,32.0,23.0,1.0,4.0
2017-08-26,47.0,22.0,30.0,13.0,1.0,4.0
2017-08-27,50.0,27.0,26.0,13.0,1.0,4.0
2017-08-28,51.0,41.0,33.0,20.0,1.0,4.0
2017-08-29,53.0,64.0,59.0,22.0,1.0,7.0
2017-08-30,121.0,64.0,48.0,15.0,1.0,8.0
2017-08-31,144.0,104.0,54.0,18.0,2.0,14.0
2017-09-01,192.0,67.0,56.0,17.0,1.0,9.0
2017-09-02,158.0,57.0,70.0,15.0,2.0,7.0
